subject,class_id,class_name,declaration_token_count,body_token_count,total_token_count,body_empty,body_tokens_truncated,declaration_truncated,generated_code_status,input_hash
jpetstore,org.mybatis.jpetstore.web.actions.OrderActionBean,OrderActionBean,99,64,173,false,0,false,not_detected,e5d67bb4e9044a9c9e70b5900fa93f583f15d7d0ff4d856ecf1a521dbe5b5115
daytrader,com.ibm.websphere.samples.daytrader.TradeAction,TradeAction,264,102,383,false,0,false,not_detected,9ceaa56547c07baa78d4bdf6b484a3a9946e0c2f975f5fde2e4c12e1238a5fba
daytrader,com.ibm.websphere.samples.daytrader.TradeServices,TradeServices,216,0,227,true,0,false,not_detected,2e5c99ac18edf6b99445dee5d1f4e1faacb80a2de37fcbc55ba20c3fe0fc47f6
daytrader,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,MarketSummaryDataBean,122,46,182,false,0,false,not_detected,4a765f7d3fadf646d0e28002fc19879802b4a1737798462df7beb5913419d3a9
daytrader,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,RunStatsDataBean,190,32,231,false,0,false,not_detected,f1b4f274157ac2b7450e3b183d693713b07a328003e954702b16c0d55dbc8259
daytrader,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,KeySequenceDirect,32,33,80,false,0,false,not_detected,8c4d35240bd9c35be4c5bafba133d6e9d2a006335e44cd3806b7a23980f13d2d
daytrader,com.ibm.websphere.samples.daytrader.direct.TradeDirect,TradeDirect,678,256,975,false,31,false,not_detected,123a2035996086de8fa8175eaa16db45a0f3933bade8118e2de6a2f59dd7865c
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,DTBroker3MDB,36,61,114,false,0,false,not_detected,7ef4a576343bb419e12bc614eccf03f10f1ab81e66a39dc5c60eab7410375f93
daytrader,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,DTStreamer3MDB,29,45,90,false,0,false,not_detected,a3d6c95dfce0bf665e08638c4e4f5597cc03a158fd63fe905000919ce98da1a4
daytrader,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,MarketSummarySingleton,44,25,81,false,0,false,not_detected,1c4fbd59711a41a7d2c50472d00e2b0ac8a0e4b58957a2128fa33a6886254ffe
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,TradeSLSBBean,323,164,510,false,0,false,not_detected,460c3d5a913a77fae8b055076c0df320746c80407806ed2de6da679f9fe076b2
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,TradeSLSBBean$quotePriceComparator,21,4,34,false,0,false,not_detected,e4057b3306b87ab1fd54c1f75d9245218f619182ebd74f8a93208f3d27c7f122
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,TradeSLSBLocal,49,0,60,true,0,false,not_detected,330ee5d97b95d34d91c65fd3e5496954ee19996fec4ee992a76c708d29dae5fa
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,TradeSLSBRemote,49,0,60,true,0,false,not_detected,468e5076710d5c6529ad9e1cb8c4ee067c6f07ce361998475269bd51580137d5
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,AccountDataBean,192,50,252,false,0,false,not_detected,366e371d0cef0aa11cf309e6182470e782fad152ab0fff29ec8bf24a018277b8
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,AccountProfileDataBean,121,43,173,false,0,false,not_detected,aa0f0435351ae07e3618c9cf4d98df5f16e37231cc46dbff55f1cbb492adcb03
daytrader,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,HoldingDataBean,138,36,183,false,0,false,not_detected,a49a857d20acff3b8171f032b82ef9893fec8f36acf0f5b43fb791a7fa37decf
daytrader,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,OrderDataBean,228,59,297,false,0,false,not_detected,ca9c10552e06baa78005e4210e312efb9da81cea6a7fc9e00ca782d4482f5319
daytrader,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,QuoteDataBean,137,43,193,false,0,false,not_detected,7efc8b2fdb74cf7ccde439f5ad68ed19473249d45ef2aa355608c79cd641a98b
daytrader,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,CompleteOrderThread,13,15,38,false,0,false,not_detected,78501454689062a7c3b7b6b2535cd9ac39fef9f579d351796fe84eb0b1bd921f
daytrader,com.ibm.websphere.samples.daytrader.util.FinancialUtils,FinancialUtils,60,43,119,false,0,false,not_detected,03bab7e5f97f91b4eb323ec3a3db06a2b0ece0b65cc71ffc523722f02ddd0e9c
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock,KeyBlock,21,12,42,false,0,false,compiler_synthetic_evidence,8a96ed0cc3c0eb2b98f7c39e2883725a40a860f73ef42b87d11e2941f8bca520
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,KeyBlock$KeyBlockIterator,53,35,97,false,0,false,not_detected,31894df8b9f44bc97da97bad095aec80ae15fab346efc139561992d99685f0c2
daytrader,com.ibm.websphere.samples.daytrader.util.Log,Log,273,40,324,false,0,false,not_detected,bddeecb04368daf52ffe0416dce49dc16b75388150207edee746e2586de6d645
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,MDBStats,28,21,62,false,0,false,not_detected,6fb66f27ee63f22e6760976d5145c6e217a47f535df2da0da285f99e8d169ab7
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,TimerStat,69,15,93,false,0,false,not_detected,795f3cc76733435ef13b29ea49df396c69a32c39f1a2cba6cbfd04bbbf5f4b86
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,TradeConfig,487,205,718,false,0,false,not_detected,269d7aefb611a8ac4133f8aba9b1db3bf5fe5b7904b8c6457c76b91e7d187a4c
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,WebSocketJMSMessage,19,0,30,true,0,false,not_detected,623212e7bf56f200f463314b29a8c7fadf2049f1a5fcc6d15011750d8e1fe45a
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,OrdersAlertFilter,36,22,67,false,0,false,not_detected,a924db1ed6517ba668b9d77bce06b765cc226e0fdd98de849220eefeffb39aa3
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,TradeAppServlet,46,71,130,false,0,false,not_detected,ca5a4a28ef07c15e8dfba851ed462b50d42d32dd8eb0a06a9a5b9d439052b038
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,TradeServletAction,235,126,372,false,0,false,not_detected,0464c1820de7c4d43cda3b860e9622ee26b17d9f808435636ea487b58ee7953d
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,TradeWebContextListener,33,52,97,false,0,false,not_detected,1e3c3843b0aad60dbe912815d2af1855e875b77ea0698db329b17766a4d7e6a5
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,AccountDataJSF,307,76,392,false,0,false,not_detected,70ec8a0b5d0d797cc556a16b7b60c5c4073ebee804468636ec6af3e7b857d165
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,ExternalContextProducer,15,6,30,false,0,false,not_detected,4992eea1f66e18d37b49ce72655adfc2d688a1e03f9969db389a6525b5e600af
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,HoldingData,133,26,168,false,0,false,not_detected,131f1cf1232c928c000bc8040c9a36e9d7d9f3298ee74a78e5e7628be3bec3e5
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,JSFLoginFilter,37,26,73,false,0,false,not_detected,797c79a46ea420a34c0d34106f01b02ead86d84f92868898af1a16ee2a715f57
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,LoginValidator,24,25,58,false,0,false,not_detected,2dc1ea616cebb86e31d4ea5c62a979cbe1a70158779b29c18d998bfe57046225
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,MarketSummaryJSF,130,33,176,false,0,false,not_detected,cc92a6267aedc16fa25f64cc3ce40a1478e5300dd82857588de6f3b23ffb6ab8
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,OrderData,121,28,158,false,0,false,not_detected,df4b88ff9aa4e9027502864b45d7850909033472896c96c106717e560275053e
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,OrderDataJSF,49,25,83,false,0,false,not_detected,d52cb75cc502a886da2adf280a5804b5ac2fc7a7804f7721ba31bcb0c07c1406
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,PortfolioJSF,182,59,250,false,0,false,not_detected,0096b3b2d9377d0977aa9a447a1e853a1c2dab57358a0dbf346cb35c7f1b0f60
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,QuoteData,146,42,200,false,0,false,not_detected,784f7afddc85c9693a5ffe5153db201a0ffca0be85c926d542ae55cad3251af6
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,QuoteJSF,80,37,126,false,0,false,not_detected,2bb3b401ad058a8c05d31549135fe0a049a1846a80c017d15df29cce89762278
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,TradeActionProducer,14,6,29,false,0,false,not_detected,ed406d161b3901cd21034ca7577df9b8e20a4851eca89a537b68c12b23d4e235
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,TradeAppJSF,129,116,261,false,0,false,not_detected,3fb06c7c383891bdf7aa5294672127e55b994980c62a3e03f4f8f45e89de88b2
daytrader,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,TradeConfigJSF,295,134,446,false,0,false,not_detected,f983718dfcb289792d2c8ea863a7ab8de2ecd3cbbf959acccc07197a9ad1babb
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionDecoder,ActionDecoder,33,12,54,false,0,false,compiler_synthetic_evidence,18cd5247e8e1dce98901450b2c17f75e3fc6345c96f005b580920325ab86ef83
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage,ActionMessage,20,18,47,false,0,false,not_detected,63907eb3e128a5a6338c51117b2a66ae6e7ab904d50c6827dde1681a199dd5e5
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.ActionMessage$1,ActionMessage$1,7,15,31,false,0,false,not_detected,3046ec9f67aca466e214c1767ca7bc48960ce8ae9f67d0a08bed994c7089bf5b
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonDecoder,JsonDecoder,33,12,54,false,0,false,compiler_synthetic_evidence,9388bc496d5007f16de4ccc69e1fbdda77cc25e651f350192667ddd7fd6cc1be
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonEncoder,JsonEncoder,27,7,43,false,0,false,compiler_synthetic_evidence,480ba5e8fdbe7ed488b0055e0514637f1febea51755da7a8d9026abef0f0872f
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.JsonMessage,JsonMessage,25,5,39,false,0,false,not_detected,7e83cd6c22872661d1d1686faf5bd3b85b0e04c90d4b31edf5bacd2f5a1969a8
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,MarketSummaryWebSocket,77,76,167,false,0,false,compiler_synthetic_evidence,9bc28b524160b64c6b70149c473a2b4343e3f0cd763b060a97b1054f2a63c207
daytrader,com.ibm.websphere.samples.daytrader.web.websocket.RecentStockChangeList,RecentStockChangeList,26,24,59,false,0,false,not_detected,5071e4f2e055b6e15304f3648f7cce6c3e0031eacf2a937940d46554782d8d2f
xerces,org.apache.xerces.dom.ASDOMImplementationImpl,ASDOMImplementationImpl,48,17,76,false,0,false,not_detected,8c626a126fb0091c02ec5d76f3e688809d01eff83b77178266f2456756a637b9
xerces,org.apache.xerces.dom.ASModelImpl,ASModelImpl,319,66,395,false,0,false,not_detected,b6a43edd683c0de8793551a587146fa5f2c7798726f0728c26d86d26e5e10b6a
xerces,org.apache.xerces.dom.AttrImpl,AttrImpl,288,118,421,false,0,false,not_detected,0a0e90245f0289d143febb5930cbf5c0626b62dede68cce3c6c14a0911ddd903
xerces,org.apache.xerces.dom.AttrNSImpl,AttrNSImpl,68,42,120,false,0,false,not_detected,7b239a27ca426a3225c87365df89f013a2332505f83ba99af6b255b11f2fa471
xerces,org.apache.xerces.dom.AttributeMap,AttributeMap,148,77,238,false,0,false,not_detected,2f8a6a7d08010502821b5ab09c2508685fba9704c905768fb4c639526d5406b2
xerces,org.apache.xerces.dom.CDATASectionImpl,CDATASectionImpl,25,6,40,false,0,false,not_detected,d3db0dc3c8cf4f173fc539d3c44653218aafcfa2c0a4ae6b5e1cdb58fed35801
xerces,org.apache.xerces.dom.CharacterDataImpl,CharacterDataImpl,122,52,183,false,0,false,not_detected,63eb6b6568c12631af7a5c8a31c9b1912b87537c6d8c34badb17f9fc0101c0a1
xerces,org.apache.xerces.dom.CharacterDataImpl$1,CharacterDataImpl$1,20,3,32,false,0,false,not_detected,edf74317d277a9c34790f8cf7c78c1971f831b93089cb98e2230d1086067e2dd
xerces,org.apache.xerces.dom.ChildNode,ChildNode,43,21,73,false,0,false,not_detected,d995ade5c12e9ba155f5ea80a43f89069d79775f61f716d4e8f3f89ef6587a37
xerces,org.apache.xerces.dom.CommentImpl,CommentImpl,25,5,39,false,0,false,not_detected,18ee2662f8fdf172f59d0624258ceac04d610d3322833e26edb7b491f348881e
xerces,org.apache.xerces.dom.CoreDOMImplementationImpl,CoreDOMImplementationImpl,165,115,316,false,0,false,not_detected,f421ec6c677aca42f91ae1f1dfaadcb690c69366d7c89d3d008c15080084700c
xerces,org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,CoreDOMImplementationImpl$RevalidationHandlerHolder,12,2,23,false,0,false,not_detected,77ee38167f41fbf4ce3277bdc9238f82011897dac8a3377c4abcc1612854d5b9
xerces,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,CoreDOMImplementationImpl$XMLDTDLoaderHolder,12,2,23,false,0,false,not_detected,16fd86e89dc9b94c4b2fed74071f4f3b61b37771fd141ce15ba5e7bf60cca9e4
xerces,org.apache.xerces.dom.CoreDocumentImpl,CoreDocumentImpl,998,256,1294,false,1,false,not_detected,f2e43932edf90d5a3aa78c66ef9d92882dadfabfbeab53dcb8e8bcb8c647cf06
xerces,org.apache.xerces.dom.DOMConfigurationImpl,DOMConfigurationImpl,243,221,633,false,0,false,not_detected,223efca1f6e2e1b95b2c6c75c5d23a41ebf9f4b06120bb8bbe32f62818f95e8e
xerces,org.apache.xerces.dom.DOMErrorImpl,DOMErrorImpl,54,22,87,false,0,false,not_detected,07aeb2ea1afbb9055449d5433dff703489e56d388778008299cc06b6d2cd3e30
xerces,org.apache.xerces.dom.DOMImplementationImpl,DOMImplementationImpl,39,17,65,false,0,false,not_detected,1132a1ad49fe163ebb10b432d5e412a62fca1ba57d0225fb589e1f648a8b5205
xerces,org.apache.xerces.dom.DOMImplementationListImpl,DOMImplementationListImpl,23,11,43,false,0,false,not_detected,6e24773a6061e617be23de2de086d670619e5a9107f4edf516e8d11ac18efd03
xerces,org.apache.xerces.dom.DOMImplementationSourceImpl,DOMImplementationSourceImpl,40,17,66,false,0,false,not_detected,8419a48283e4c04f6b70ed42ca86661e6901779f6321f7b902f5d2cf513c81fd
xerces,org.apache.xerces.dom.DOMInputImpl,DOMInputImpl,114,24,147,false,0,false,not_detected,93d4c2c2f87ae12d17a59efb542dade0846a910776feca7efdad95640dac2c44
xerces,org.apache.xerces.dom.DOMLocatorImpl,DOMLocatorImpl,45,18,76,false,0,false,not_detected,cc03ea9165845f3288d9e1f126efb058c1bbf03252667f4bcc39f277a6b04a63
xerces,org.apache.xerces.dom.DOMMessageFormatter,DOMMessageFormatter,33,36,80,false,0,false,not_detected,48f12f03a95614175094863c7f4bc5e2e3b0f16122b8ae14b9c0a1df4a90b99a
xerces,org.apache.xerces.dom.DOMNormalizer,DOMNormalizer,415,197,708,false,0,false,not_detected,58f8c9aa2d1646db703e5829cee8b03732b4ac06355b254177d618b4d783365a
xerces,org.apache.xerces.dom.DOMNormalizer$1,DOMNormalizer$1,16,3,28,false,0,false,not_detected,73f9f5da9f8c90f74c29db3467b0a98f4370ba612ed77a26cf0b281164f0c086
xerces,org.apache.xerces.dom.DOMNormalizer$XMLAttributesProxy,DOMNormalizer$XMLAttributesProxy,242,55,317,false,0,false,not_detected,566c2efec30c42dabb0f02d6e0165d34c108c8f2821c1d81ff3350f1c7fd53d4
xerces,org.apache.xerces.dom.DOMOutputImpl,DOMOutputImpl,62,11,82,false,0,false,not_detected,b14b02368bafc0b2ea87a62d0359615c722d6a2d7a995c8f1742d5678d3b22d6
xerces,org.apache.xerces.dom.DOMStringListImpl,DOMStringListImpl,32,13,54,false,0,false,not_detected,7ee6e5d0c2df89316c41fabebee9246dc82bad0d1783df0e7c4ab360e90f0a3b
xerces,org.apache.xerces.dom.DOMXSImplementationSourceImpl,DOMXSImplementationSourceImpl,32,14,55,false,0,false,not_detected,7010bfde168e5bdd4acd1c8d2a5dddbab7a82364833a74d3044016447054e2e0
xerces,org.apache.xerces.dom.DeepNodeListImpl,DeepNodeListImpl,28,32,70,false,0,false,not_detected,40c6ef0e0acf3548ec7e3bdf0c40dfdffd09e6379d3b0784bd990ddc052db0b9
xerces,org.apache.xerces.dom.DeferredAttrImpl,DeferredAttrImpl,28,18,55,false,0,false,not_detected,adcd786d60e39065ef15077590602701c926789d71664e6157d3c94156987755
xerces,org.apache.xerces.dom.DeferredAttrNSImpl,DeferredAttrNSImpl,30,20,59,false,0,false,not_detected,bfff3ebe4cfc1a0f9b8065661417f251abfc3102abc3b09e3790c9e0c6885ffb
xerces,org.apache.xerces.dom.DeferredCDATASectionImpl,DeferredCDATASectionImpl,26,13,48,false,0,false,not_detected,7f60c03c2d9d286290eaf988ae9ed097563bccfe2b2af879b594196ee59d84ca
xerces,org.apache.xerces.dom.DeferredCommentImpl,DeferredCommentImpl,23,13,45,false,0,false,not_detected,43579ff79f471b8e40aa91d0019b6078b6ed3a94864fc2b65a00276009b59127
xerces,org.apache.xerces.dom.DeferredDOMImplementationImpl,DeferredDOMImplementationImpl,19,7,35,false,0,false,not_detected,8af1fd02777b37b6d764503398d4d00af37d11e6c306cd199d36954237b5a1d2
xerces,org.apache.xerces.dom.DeferredDocumentImpl,DeferredDocumentImpl,694,138,854,false,0,false,not_detected,cf59575966daf8e96bd1f79f971e47ecd07cc2de6488dadae044fbd1af83f576
xerces,org.apache.xerces.dom.DeferredDocumentImpl$IntVector,DeferredDocumentImpl$IntVector,36,21,67,false,0,false,not_detected,3ecb0ec65bb98c53f1cc4c8e85336ea5244005381293855babbf8f8ebd632d92
xerces,org.apache.xerces.dom.DeferredDocumentImpl$RefCount,DeferredDocumentImpl$RefCount,8,1,18,false,0,false,not_detected,3a4f11f84e7a7182d27df8e2511b1393d94dc713967ac23a56a73f9e3ca1c148
xerces,org.apache.xerces.dom.DeferredDocumentTypeImpl,DeferredDocumentTypeImpl,30,40,82,false,0,false,not_detected,1537efbb935cea67d932cded13fb359ffbac44360f7460a72db3c283f219093b
xerces,org.apache.xerces.dom.DeferredElementDefinitionImpl,DeferredElementDefinitionImpl,30,24,63,false,0,false,not_detected,19d9bb3cabe04ccaa6e966363d191e072457bab431a3ae67a050e935ca0a5315
xerces,org.apache.xerces.dom.DeferredElementImpl,DeferredElementImpl,28,20,57,false,0,false,not_detected,9cb405aba07e0db677ccdfd8bc19d3cc5ff8e6b5cc7fc45cfc85aa04e054b52d
xerces,org.apache.xerces.dom.DeferredElementNSImpl,DeferredElementNSImpl,30,24,63,false,0,false,not_detected,655a4262cb2c19681ae93508e72deb735e71d74a2fa440fcad594a67ea6a881b
xerces,org.apache.xerces.dom.DeferredEntityImpl,DeferredEntityImpl,28,27,64,false,0,false,not_detected,4930573b6c9f247593d3b1c803102ff2b1955c2d990a1c76ba6067fb4ef53d5e
xerces,org.apache.xerces.dom.DeferredEntityReferenceImpl,DeferredEntityReferenceImpl,30,21,60,false,0,false,not_detected,0dbdd1697ab8aa5cc511a216b55c3c46686e35713b2ee21565c7ed0d55d5e2ea
xerces,org.apache.xerces.dom.DeferredNode,DeferredNode,13,0,24,true,0,false,not_detected,7841f13e2075095f45961de6689ae0f367c55f684fd8270ac006f74198bf4eb9
xerces,org.apache.xerces.dom.DeferredNotationImpl,DeferredNotationImpl,25,16,50,false,0,false,not_detected,6fa0024bbfc0bb13f524016740f09dddbd408147b7b7c3154ed2de6938cc0de8
xerces,org.apache.xerces.dom.DeferredProcessingInstructionImpl,DeferredProcessingInstructionImpl,25,14,48,false,0,false,not_detected,fd07635eef6762f23b2db45e369ab29d005d13096cb9cdcc473d5849a27391c2
xerces,org.apache.xerces.dom.DeferredTextImpl,DeferredTextImpl,23,15,48,false,0,false,not_detected,7cfde649c116140348f4105a27f154a672a29164cae068021ff3f615956ebcab
xerces,org.apache.xerces.dom.DocumentFragmentImpl,DocumentFragmentImpl,27,17,55,false,0,false,not_detected,ca8db4e9435e67c9a47d5ab26c9e08d7b106554349b4729627a83be12ac4100b
xerces,org.apache.xerces.dom.DocumentImpl,DocumentImpl,617,142,780,false,0,false,not_detected,f7b2980dc61235d6e126faef3a7626b244d73c76a97b80f5aa85e3ce620bb086
xerces,org.apache.xerces.dom.DocumentImpl$EnclosingAttr,DocumentImpl$EnclosingAttr,11,1,21,false,0,false,not_detected,168c4453cb8b1104824909f8b75be70e714e3d4b47d38b081c797fa87f0048b7
xerces,org.apache.xerces.dom.DocumentImpl$LEntry,DocumentImpl$LEntry,11,5,25,false,0,false,not_detected,38cef8d6764a1b646c17df8e98c321777fc6458e436225151abf397dd2c51eb3
xerces,org.apache.xerces.dom.DocumentTypeImpl,DocumentTypeImpl,142,55,210,false,0,false,not_detected,579272542dfc437641b0627671f0e0289742317a39de65e0000d8d0f621a6ec4
xerces,org.apache.xerces.dom.ElementDefinitionImpl,ElementDefinitionImpl,33,20,62,false,0,false,not_detected,818c2cdcdfc3fb379821826442594f6fe990240c143caa14796f7350538fbd84
xerces,org.apache.xerces.dom.ElementImpl,ElementImpl,388,120,526,false,0,false,not_detected,859ad9557fdf40ad5d6905c3a4a8406ead62b2efb8882ebf5bcce6fb7ec14bc0
xerces,org.apache.xerces.dom.ElementNSImpl,ElementNSImpl,83,54,147,false,0,false,not_detected,ef65eec20a236bba1c0bdf90c4f0626f3e4e9c3a1dbda072cb04a5cc0d804bfb
xerces,org.apache.xerces.dom.EntityImpl,EntityImpl,118,38,165,false,0,false,not_detected,16e1b86810b45ce3ae436c2a1bc8898afafe2bbce25becddd4f7efa997bdd5cd
xerces,org.apache.xerces.dom.EntityReferenceImpl,EntityReferenceImpl,62,47,122,false,0,false,not_detected,60a3511ccd6d56f851d0324d9ed33b6b27fbe6a360447bd8123a9bfc5cf3c41d
xerces,org.apache.xerces.dom.LCount,LCount,11,12,32,false,0,false,not_detected,925835a20e07303c140dfcd3ac627b8b1f12353797ce7202ab0ef975e1fbc79a
xerces,org.apache.xerces.dom.NamedNodeMapImpl,NamedNodeMapImpl,222,83,325,false,0,false,not_detected,24aac7cbbdd18d31fd94c9f8449163dc8aedcdf1f49ec8d700209b54af5e1f29
