subject,seed,solution_id,original_solution_id,coupling,cohesion,imbalance,original_f_semantic,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,label_vector
jpetstore,1,seed1_solution000,seed1_solution000,0.2518518518518518,5.477380952380952,0.20412414523193148,0.598785638479621,0.2518518518518518,-5.477380952380952,0.20412414523193148,True,True,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution001,seed1_solution001,0.2518518518518518,4.969047619047619,0.16666666666666666,0.5522224138300366,0.2518518518518518,-4.969047619047619,0.16666666666666666,True,True,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution004,seed1_solution004,0.2765432098765432,6.602777777777778,0.37267799624996495,0.5778306782680118,0.2765432098765432,-6.602777777777778,0.37267799624996495,True,False,"[0, 1, 1, 2, 2, 2, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution009,seed1_solution009,0.2962962962962963,8.010515873015873,0.45643546458763845,0.5319759492493645,0.2962962962962963,-8.010515873015873,0.45643546458763845,True,False,"[0, 1, 1, 2, 2, 2, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 0, 2, 0]"
jpetstore,1,seed1_solution010,seed1_solution010,0.29876543209876544,6.374404761904762,0.31180478223116176,0.6228118055429014,0.29876543209876544,-6.374404761904762,0.31180478223116176,True,False,"[0, 1, 1, 2, 2, 2, 0, 2, 3, 0, 2, 2, 3, 3, 3, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution015,seed1_solution015,0.3160493827160494,8.715238095238096,0.35843021946010944,0.598785638479621,0.3160493827160494,-8.715238095238096,0.35843021946010944,True,False,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution016,seed1_solution016,0.3160493827160494,4.860714285714286,0.11785113019775793,0.621499663529175,0.3160493827160494,-4.860714285714286,0.11785113019775793,True,False,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 1, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution017,seed1_solution017,0.3234567901234568,9.571904761904761,0.44487826050130463,0.6552815198125345,0.3234567901234568,-9.571904761904761,0.44487826050130463,True,False,"[0, 1, 1, 2, 3, 3, 0, 2, 3, 4, 2, 3, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution018,seed1_solution018,0.32592592592592595,9.58095238095238,0.4249182927993988,0.6172244425444505,0.32592592592592595,-9.58095238095238,0.4249182927993988,True,False,"[0, 1, 1, 2, 3, 3, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution019,seed1_solution019,0.3333333333333333,5.6136904761904765,0.20412414523193148,0.42922445637548823,0.3333333333333333,-5.6136904761904765,0.20412414523193148,True,False,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution020,seed1_solution020,0.33827160493827163,10.50047619047619,0.5000000000000001,0.554763648534861,0.33827160493827163,-10.50047619047619,0.5000000000000001,True,False,"[0, 1, 1, 2, 2, 3, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 0, 0, 0, 2, 0]"
jpetstore,1,seed1_solution022,seed1_solution022,0.34814814814814815,6.339999999999999,0.27638539919628335,0.6752685846035547,0.34814814814814815,-6.339999999999999,0.27638539919628335,True,False,"[0, 1, 1, 2, 1, 3, 0, 3, 3, 4, 2, 2, 3, 3, 4, 3, 4, 2, 3, 0, 0, 1, 2, 0]"
jpetstore,1,seed1_solution024,seed1_solution024,0.3530864197530864,7.306666666666667,0.3061862178478973,0.44831574168630484,0.3530864197530864,-7.306666666666667,0.3061862178478973,True,False,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 3, 4, 4, 2, 2, 4, 2, 3, 4, 2, 0, 0, 0, 4, 0]"
jpetstore,1,seed1_solution027,seed1_solution027,0.36049382716049383,6.775238095238095,0.27638539919628335,0.5913243304600408,0.36049382716049383,-6.775238095238095,0.27638539919628335,True,False,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 4, 0, 1, 2, 0]"
jpetstore,1,seed1_solution030,seed1_solution030,0.3728395061728395,4.9071428571428575,0.11785113019775793,0.3679387206107224,0.3728395061728395,-4.9071428571428575,0.11785113019775793,True,False,"[0, 1, 1, 1, 1, 1, 0, 1, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 2, 0, 0, 3, 3, 0]"
jpetstore,1,seed1_solution035,seed1_solution035,0.4,11.096031746031747,0.47871355387816905,0.6418861982148596,0.4,-11.096031746031747,0.47871355387816905,True,False,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 5, 0, 1, 2, 5]"
jpetstore,1,seed1_solution036,seed1_solution036,0.4,10.652380952380952,0.45643546458763845,0.6656534410288435,0.4,-10.652380952380952,0.45643546458763845,True,False,"[0, 1, 1, 2, 1, 3, 0, 1, 3, 4, 2, 3, 3, 3, 2, 3, 4, 2, 3, 5, 0, 1, 2, 5]"
