class_id,class_name,package,class_file_path
org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain.Account,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Account.class
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Cart.class
org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain.CartItem,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/CartItem.class
org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain.Category,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Category.class
org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain.Item,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Item.class
org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain.LineItem,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/LineItem.class
org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain.Order,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Order.class
org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain.Product,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Product.class
org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.domain.Sequence,org.mybatis.jpetstore.domain,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/domain/Sequence.class
org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper.AccountMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/AccountMapper.class
org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper.CategoryMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/CategoryMapper.class
org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper.ItemMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/ItemMapper.class
org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper.LineItemMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/LineItemMapper.class
org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper.OrderMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/OrderMapper.class
org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper.ProductMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/ProductMapper.class
org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper.SequenceMapper,org.mybatis.jpetstore.mapper,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/mapper/SequenceMapper.class
org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service.AccountService,org.mybatis.jpetstore.service,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/service/AccountService.class
org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service.CatalogService,org.mybatis.jpetstore.service,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/service/CatalogService.class
org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service.OrderService,org.mybatis.jpetstore.service,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/service/OrderService.class
org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions.AbstractActionBean,org.mybatis.jpetstore.web.actions,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/web/actions/AbstractActionBean.class
org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions.AccountActionBean,org.mybatis.jpetstore.web.actions,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/web/actions/AccountActionBean.class
org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions.CartActionBean,org.mybatis.jpetstore.web.actions,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/web/actions/CartActionBean.class
org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions.CatalogActionBean,org.mybatis.jpetstore.web.actions,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/web/actions/CatalogActionBean.class
org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions.OrderActionBean,org.mybatis.jpetstore.web.actions,data/raw_projects/jpetstore/target/classes/org/mybatis/jpetstore/web/actions/OrderActionBean.class
