source,target,dependency_type,weight,evidence_kind,evidence_location
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,type,1,method_parameter_type_reference,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)>"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,type,1,method_return_type_reference,<org.mybatis.jpetstore.domain.Cart: org.mybatis.jpetstore.domain.Item removeItemById(java.lang.String)>
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,type,1,method_parameter_type_reference,<org.mybatis.jpetstore.domain.Cart: java.math.BigDecimal lambda$getSubTotal$0(org.mybatis.jpetstore.domain.CartItem)>
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: $r3 = virtualinvoke r1.<org.mybatis.jpetstore.domain.Item: java.lang.String getItemId()>()"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: specialinvoke $r5.<org.mybatis.jpetstore.domain.CartItem: void <init>()>()"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: virtualinvoke $r5.<org.mybatis.jpetstore.domain.CartItem: void setItem(org.mybatis.jpetstore.domain.Item)>(r1)"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: virtualinvoke $r5.<org.mybatis.jpetstore.domain.CartItem: void setQuantity(int)>(0)"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: virtualinvoke $r5.<org.mybatis.jpetstore.domain.CartItem: void setInStock(boolean)>(z0)"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: $r7 = virtualinvoke r1.<org.mybatis.jpetstore.domain.Item: java.lang.String getItemId()>()"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void addItem(org.mybatis.jpetstore.domain.Item,boolean)> :: virtualinvoke r9.<org.mybatis.jpetstore.domain.CartItem: void incrementQuantity()>()"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,<org.mybatis.jpetstore.domain.Cart: org.mybatis.jpetstore.domain.Item removeItemById(java.lang.String)> :: $r6 = virtualinvoke r4.<org.mybatis.jpetstore.domain.CartItem: org.mybatis.jpetstore.domain.Item getItem()>()
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,<org.mybatis.jpetstore.domain.Cart: void incrementQuantityByItemId(java.lang.String)> :: virtualinvoke r4.<org.mybatis.jpetstore.domain.CartItem: void incrementQuantity()>()
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,"<org.mybatis.jpetstore.domain.Cart: void setQuantityByItemId(java.lang.String,int)> :: virtualinvoke r4.<org.mybatis.jpetstore.domain.CartItem: void setQuantity(int)>(i0)"
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.CartItem,call,2,method_call,<org.mybatis.jpetstore.domain.Cart: java.math.BigDecimal lambda$getSubTotal$0(org.mybatis.jpetstore.domain.CartItem)> :: $r1 = virtualinvoke r0.<org.mybatis.jpetstore.domain.CartItem: org.mybatis.jpetstore.domain.Item getItem()>()
org.mybatis.jpetstore.domain.Cart,org.mybatis.jpetstore.domain.Item,call,2,method_call,<org.mybatis.jpetstore.domain.Cart: java.math.BigDecimal lambda$getSubTotal$0(org.mybatis.jpetstore.domain.CartItem)> :: $r3 = virtualinvoke $r1.<org.mybatis.jpetstore.domain.Item: java.math.BigDecimal getListPrice()>()
