class_id,class_name,cluster_id
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeAction,0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.TradeServices,1
com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,2
com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,0
com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,com.ibm.websphere.samples.daytrader.direct.KeySequenceDirect,0
com.ibm.websphere.samples.daytrader.direct.TradeDirect,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0
com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTBroker3MDB,3
com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,com.ibm.websphere.samples.daytrader.ejb3.DTStreamer3MDB,3
com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,com.ibm.websphere.samples.daytrader.ejb3.MarketSummarySingleton,2
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,4
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,2
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,4
com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,2
com.ibm.websphere.samples.daytrader.entities.AccountDataBean,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,4
com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,4
com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,2
com.ibm.websphere.samples.daytrader.entities.OrderDataBean,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4
com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,2
com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,1
com.ibm.websphere.samples.daytrader.util.FinancialUtils,com.ibm.websphere.samples.daytrader.util.FinancialUtils,2
com.ibm.websphere.samples.daytrader.util.KeyBlock,com.ibm.websphere.samples.daytrader.util.KeyBlock,5
com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,5
com.ibm.websphere.samples.daytrader.util.Log,com.ibm.websphere.samples.daytrader.util.Log,0
com.ibm.websphere.samples.daytrader.util.MDBStats,com.ibm.websphere.samples.daytrader.util.MDBStats,3
com.ibm.websphere.samples.daytrader.util.TimerStat,com.ibm.websphere.samples.daytrader.util.TimerStat,3
com.ibm.websphere.samples.daytrader.util.TradeConfig,com.ibm.websphere.samples.daytrader.util.TradeConfig,1
com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,6
com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0
com.ibm.websphere.samples.daytrader.web.TradeAppServlet,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,1
com.ibm.websphere.samples.daytrader.web.TradeServletAction,com.ibm.websphere.samples.daytrader.web.TradeServletAction,1
com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,1
com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,4
com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,com.ibm.websphere.samples.daytrader.web.jsf.ExternalContextProducer,0
com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,2
com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,com.ibm.websphere.samples.daytrader.web.jsf.JSFLoginFilter,7
com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,com.ibm.websphere.samples.daytrader.web.jsf.LoginValidator,0
com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,2
com.ibm.websphere.samples.daytrader.web.jsf.OrderData,com.ibm.websphere.samples.daytrader.web.jsf.OrderData,4
