source,target,type_weight,call_weight,return_flow_weight,argument_flow_weight,ssa_flow_weight,g_ssa_weight
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.TradeServices,5.0,38.0,0.0,0.0,0.0,43.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,3.0,2.0,0.0,0.0,0.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.beans.RunStatsDataBean,1.0,0.0,0.0,0.0,0.0,1.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.direct.TradeDirect,0.0,6.0,0.0,3.0,3.0,9.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean,0.0,4.0,0.0,0.0,0.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,4.0,0.0,0.0,0.0,0.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,3.0,0.0,6.0,9.0,15.0,18.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,1.0,0.0,3.0,3.0,6.0,7.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,4.0,6.0,3.0,3.0,6.0,16.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,3.0,2.0,0.0,0.0,0.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.Log,0.0,108.0,0.0,0.0,0.0,108.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.util.TradeConfig,0.0,16.0,6.0,6.0,12.0,28.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,0.0,2.0,0.0,0.0,0.0,2.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.TradeServletAction,0.0,2.0,0.0,0.0,0.0,2.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.AccountDataJSF,1.0,8.0,3.0,3.0,6.0,15.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.HoldingData,0.0,0.0,3.0,3.0,6.0,6.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.MarketSummaryJSF,1.0,2.0,0.0,0.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.OrderDataJSF,1.0,2.0,0.0,0.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.PortfolioJSF,1.0,8.0,0.0,0.0,0.0,9.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.QuoteData,0.0,0.0,3.0,3.0,6.0,6.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.QuoteJSF,1.0,4.0,0.0,0.0,0.0,5.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeActionProducer,1.0,2.0,0.0,0.0,0.0,3.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeAppJSF,1.0,16.0,0.0,0.0,0.0,17.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.jsf.TradeConfigJSF,0.0,4.0,0.0,0.0,0.0,4.0
com.ibm.websphere.samples.daytrader.TradeAction,com.ibm.websphere.samples.daytrader.web.websocket.MarketSummaryWebSocket,0.0,4.0,0.0,0.0,0.0,4.0
com.ibm.websphere.samples.daytrader.TradeServices,com.ibm.websphere.samples.daytrader.beans.MarketSummaryDataBean,1.0,0.0,0.0,0.0,0.0,1.0
