subject,representation_id,path,sha256,bytes
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/artifact_hashes.csv,0acaebbbb47c35ca1aab3228c62432abfb5d03b72f46dedc362dcbb58398c6aa,7327
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/objective_redundancy.json,e0afee840ad5f2e21b9debf60df1d6ee46ad55ab0f42fcd9d13668c56bc20bdb,1131
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/pareto_front_4d.csv,e977a03a8cf1095610757b8eadd820a35b97a0f36d39d5939961bffef588b916,84506
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/partition_labels.csv,e8869058fa0d974692c363d96a5e4ed777cb1c9fab28832f240d8831669838e2,1586033
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/posthoc_metrics.csv,338ed345abc90e0aef03b28180dfc79eb5b1030dfaf57429fd124d567d42b223,73855
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/projected_front_3d.csv,36169fb7b09dc3f3f2fbb00aa8d36628901a0040bc7fc6debbd1f7c9853493dc,51309
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/projected_hypervolume.json,bafe00288057f2af2a7cf59facc00b5360b7f0af471419d662aac81b85844b49,1241
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run.log,d6314d361ba102bd9107b3042c36bb5251abc94d8fd4c896abf3cb86943f53c7,188
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run_metadata.json,b604c8206bec09d179895d28dede910996389d2702e1fa9180bc3f85d19c269b,5961
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/run_metrics.json,d2239665a6cfcbcb0162007cf1a48b2036ec9cb62fc7299937343075b0b60c8b,1080
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/selected_partition.csv,2bf3a472dab2499058efe1b26c385a6c2ab3f69ccc6078060da4620ea6868043,15647
jpetstore,declaration_method_body_v1,results/jpetstore/05_stage3_declaration_method_body/validation/seed_00/selected_solution.json,61b895b9a1800f601de0264f156d8ca323a6d7b19c6b6b54f41b272414efe420,31084
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/artifact_hashes.csv,8bfdc06dcea08acb887bf6d9e07414c7c150ed6f636f7647d1754dcdab19f5ac,7327
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/objective_redundancy.json,1f0d9b6fd0344bf11c91a437ac614cf2432344a25b98eaf0c4c3a607e55c20d6,1131
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/pareto_front_4d.csv,d29ad69e6c61514db64856c54bb195bb16eb7dd41f55171c72f573ded002630c,93746
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/partition_labels.csv,b6b2e1afeac71ddc8046c93bb5ddc7707b5ac1d6747fb6435970ad696b050a71,3680317
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/posthoc_metrics.csv,0c9993e61ea8cca05d6797174a3661a379fc2100bc69526242d7b57dfce3f2e9,79135
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/projected_front_3d.csv,b7ccdc9a065222dc9f9ccbe14517c5faf83920065502320ac42d87dad59920a9,59660
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/projected_hypervolume.json,b5754d002709ba447515c9921d3d428b67be119984a9a093480b67d1f0d8368e,1241
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/run.log,827bcb4fe4fdc8401561f8fed5fee5205f70475e35dfa95ac272d0cec9b4dcb4,188
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/run_metadata.json,152db47706e04bf6d07bf3e2070f4ced83618f1f4ee33b344c2dc4ab79a8a3f6,5998
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/run_metrics.json,fc6898d760d426bca9bb6ea2ae066cbc0c0c13d49604fef7ae87352df7affea3,1080
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/selected_partition.csv,df31dceb1d24276c9542b2ba2b2708acd24e955a20bd65d33784e9149e1c83b0,36065
daytrader,declaration_method_body_v1,results/daytrader/05_stage3_declaration_method_body/validation/seed_00/selected_solution.json,824056224b9f4bb03533bfdb751f0f0757402dc7ed1abd1e04905f35a9986c2b,63562
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/artifact_hashes.csv,b72b62a261b2a8f1b8e530a22690952d4593af5ea4e92bec9ac1dea07fd5050d,7299
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/objective_redundancy.json,99a79229e02e807ef6a517bc927eb604c493e45e7d1329f29343b99a8532939d,1127
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/pareto_front_4d.csv,a663f7b82ca3b7eea2344637c99f9164601827a13e34be0b27e3d348250628e0,352170
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/partition_labels.csv,f68bd2a49dc10ce03f23a5c76cddbe9e53fe2087ac4eeb8e972113c21bbf2882,54337129
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/posthoc_metrics.csv,e9fc275efda443d1701797faa2c6c3ec2dc81ddc34675daeb5cda66f975c4aa9,93525
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/projected_front_3d.csv,243c328da03faf35d44a470a0996bc7a82e5802e681bf55886ca578caa3c0a92,317009
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/projected_hypervolume.json,c016b275b6032ea9560bc08cb9cdeb21223bb684a3254822e4d59141bdb047e2,1238
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/run.log,346f23b6f27b452f23fc9e489ba808fad7b955c2b8b28ae46c8e0d417fe9bd71,186
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/run_metadata.json,583b9e6cc121b9aaca815956ac6055e79c1cee31d711c6eb0b9e7c67a5e4b2c5,5952
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/run_metrics.json,3685d4546b36460d70f759bc541957f4a0fbf66cdd295707d8ff22bb91ff75ca,1077
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/selected_partition.csv,1d7e3e070ab615e7b98a69d9f5ce90e58a5f98ef0437e060ac5183fdc73f4a00,528992
xerces,declaration_method_body_v1,results/xerces/05_stage3_declaration_method_body/validation/seed_00/selected_solution.json,c755b3e326de2488d416a12f39515f86b4a1bf8038ba501395b579c2154f484e,873179
