source,target,flow_type,weight,evidence_method,evidence_statement
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.NodeImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>",specialinvoke r0.<org.apache.xerces.dom.NodeImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl)>(r1)
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.NodeImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setOwnerDocument(org.apache.xerces.dom.CoreDocumentImpl)>,specialinvoke r0.<org.apache.xerces.dom.NodeImpl: void setOwnerDocument(org.apache.xerces.dom.CoreDocumentImpl)>(r1)
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.NodeImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setOwnerDocument(org.apache.xerces.dom.CoreDocumentImpl)>,virtualinvoke r3_1.<org.apache.xerces.dom.ChildNode: void setOwnerDocument(org.apache.xerces.dom.CoreDocumentImpl)>(r1)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,<org.apache.xerces.dom.AttrImpl: void setValue(java.lang.String)>,"virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>(r3, $r15)"
org.apache.xerces.dom.TextImpl,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setValue(java.lang.String)>,"virtualinvoke r0.<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>(r19_1, 1)"
org.apache.xerces.dom.TextImpl,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setValue(java.lang.String)>,"virtualinvoke r0.<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>(r19_5, null, 1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setValue(java.lang.String)>,"virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void modifiedAttrValue(org.apache.xerces.dom.AttrImpl,java.lang.String)>(r0, r18_7)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttrImpl: void setValue(java.lang.String)>,"virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>(r3, $r15)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>","$z5 = virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: boolean isKidOK(org.w3c.dom.Node,org.w3c.dom.Node)>(r0, r19_1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>","$z4 = virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: boolean isKidOK(org.w3c.dom.Node,org.w3c.dom.Node)>(r0, r2)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void insertingNode(org.apache.xerces.dom.NodeImpl,boolean)>(r0, z2)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void insertedNode(org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NodeImpl,boolean)>(r0, $r8, z2)"
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void insertedNode(org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NodeImpl,boolean)>(r0, $r8, z2)"
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalInsertBefore(org.w3c.dom.Node,org.w3c.dom.Node,boolean)>",virtualinvoke r0.<org.apache.xerces.dom.AttrImpl: void checkNormalizationAfterInsert(org.apache.xerces.dom.ChildNode)>($r8)
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.AttrImpl,return_value_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>",virtualinvoke r0.<org.apache.xerces.dom.AttrImpl: void checkNormalizationAfterRemove(org.apache.xerces.dom.ChildNode)>($r18)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void removingNode(org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NodeImpl,boolean)>(r0, $r14, z1)"
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void removingNode(org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NodeImpl,boolean)>(r0, $r14, z1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>","virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void removedNode(org.apache.xerces.dom.NodeImpl,boolean)>(r0, z1)"
org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node internalRemoveChild(org.w3c.dom.Node,boolean)>",virtualinvoke r0.<org.apache.xerces.dom.AttrImpl: void checkNormalizationAfterRemove(org.apache.xerces.dom.ChildNode)>($r18)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node replaceChild(org.w3c.dom.Node,org.w3c.dom.Node)>",virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void replacingNode(org.apache.xerces.dom.NodeImpl)>(r0)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrImpl: org.w3c.dom.Node replaceChild(org.w3c.dom.Node,org.w3c.dom.Node)>",virtualinvoke r1.<org.apache.xerces.dom.CoreDocumentImpl: void replacedNode(org.apache.xerces.dom.NodeImpl)>(r0)
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrNSImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String,java.lang.String)>","specialinvoke r0.<org.apache.xerces.dom.AttrImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>(r1, r2)"
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrNSImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String,java.lang.String,java.lang.String)>","specialinvoke r0.<org.apache.xerces.dom.AttrImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>(r1, r2)"
org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.AttrImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttrNSImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>","specialinvoke r0.<org.apache.xerces.dom.AttrImpl: void <init>(org.apache.xerces.dom.CoreDocumentImpl,java.lang.String)>(r1, r2)"
org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: void <init>(org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.NamedNodeMapImpl)>",specialinvoke r0.<org.apache.xerces.dom.NamedNodeMapImpl: void <init>(org.apache.xerces.dom.NodeImpl)>(r1)
org.apache.xerces.dom.NamedNodeMapImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: void <init>(org.apache.xerces.dom.ElementImpl,org.apache.xerces.dom.NamedNodeMapImpl)>",virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: void cloneContent(org.apache.xerces.dom.NamedNodeMapImpl)>(r2)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItem(org.w3c.dom.Node)>,"i1 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r5, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItem(org.w3c.dom.Node)>,"i1 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>($r5, 0)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItem(org.w3c.dom.Node)>,"virtualinvoke $r31.<org.apache.xerces.dom.CoreDocumentImpl: void setAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttrImpl)>($r21, r29_2)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItemNS(org.w3c.dom.Node)>,"i1 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,java.lang.String)>($r6, $r5)"
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.NamedNodeMapImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItemNS(org.w3c.dom.Node)>,"i1 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,java.lang.String)>($r6, $r5)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node setNamedItemNS(org.w3c.dom.Node)>,"virtualinvoke $r36.<org.apache.xerces.dom.CoreDocumentImpl: void setAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttrImpl)>($r26, r34_3)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node removeItem(org.w3c.dom.Node,boolean)>","$r4 = specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>($r3, i0_2, z0)"
org.apache.xerces.dom.NamedNodeMapImpl,org.apache.xerces.dom.AttributeMap,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItem(java.lang.String,boolean)>","$r5 = specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>($r4, i0, 1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItem(java.lang.String,boolean)>","$r5 = specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>($r4, i0, 1)"
org.apache.xerces.dom.NamedNodeMapImpl,org.apache.xerces.dom.AttributeMap,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node internalRemoveNamedItem(java.lang.String,boolean)>","$r5 = specialinvoke r0.<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>($r4, i0, 1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>",$r9 = virtualinvoke r8.<org.apache.xerces.dom.NamedNodeMapImpl: org.w3c.dom.Node getNamedItem(java.lang.String)>(r4)
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NamedNodeMapImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","$i2 = virtualinvoke r0.<org.apache.xerces.dom.AttributeMap: int findNamePoint(java.lang.String,int)>(r4, $i1)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removedAttrNode(org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.NodeImpl,java.lang.String)>(r3, $r22, r4)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>",virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removeIdentifier(java.lang.String)>($r20)
org.apache.xerces.dom.NodeImpl,org.apache.xerces.dom.CoreDocumentImpl,return_value_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>","virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void putIdentifier(java.lang.String,org.w3c.dom.Element)>($r17, $r16)"
org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.CoreDocumentImpl,argument_passing_flow,3,"<org.apache.xerces.dom.AttributeMap: org.w3c.dom.Node remove(org.apache.xerces.dom.AttrImpl,int,boolean)>",virtualinvoke r2.<org.apache.xerces.dom.CoreDocumentImpl: void removeIdentifier(java.lang.String)>($r20)
