subject,seed,solution_id,class_id,class_name,cluster_id
xerces,12,seed12_solution000,org.apache.xerces.dom.ASDOMImplementationImpl,org.apache.xerces.dom.ASDOMImplementationImpl,0
xerces,12,seed12_solution000,org.apache.xerces.dom.ASModelImpl,org.apache.xerces.dom.ASModelImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.AttrImpl,org.apache.xerces.dom.AttrImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.AttrNSImpl,org.apache.xerces.dom.AttrNSImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.AttributeMap,org.apache.xerces.dom.AttributeMap,1
xerces,12,seed12_solution000,org.apache.xerces.dom.CDATASectionImpl,org.apache.xerces.dom.CDATASectionImpl,2
xerces,12,seed12_solution000,org.apache.xerces.dom.CharacterDataImpl,org.apache.xerces.dom.CharacterDataImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.CharacterDataImpl$1,org.apache.xerces.dom.CharacterDataImpl$1,3
xerces,12,seed12_solution000,org.apache.xerces.dom.ChildNode,org.apache.xerces.dom.ChildNode,1
xerces,12,seed12_solution000,org.apache.xerces.dom.CommentImpl,org.apache.xerces.dom.CommentImpl,2
xerces,12,seed12_solution000,org.apache.xerces.dom.CoreDOMImplementationImpl,org.apache.xerces.dom.CoreDOMImplementationImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,org.apache.xerces.dom.CoreDOMImplementationImpl$RevalidationHandlerHolder,0
xerces,12,seed12_solution000,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,org.apache.xerces.dom.CoreDOMImplementationImpl$XMLDTDLoaderHolder,4
xerces,12,seed12_solution000,org.apache.xerces.dom.CoreDocumentImpl,org.apache.xerces.dom.CoreDocumentImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.DOMConfigurationImpl,org.apache.xerces.dom.DOMConfigurationImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.DOMErrorImpl,org.apache.xerces.dom.DOMErrorImpl,1
xerces,12,seed12_solution000,org.apache.xerces.dom.DOMImplementationImpl,org.apache.xerces.dom.DOMImplementationImpl,0
