subject,stage,seed,profile,budget,status,available_candidate_count,solution_id,label_vector,is_injected_seed,injected_seed_name,injected_seed_category,projected_membership,weighted_modularity,internal_edge_weight_ratio,internal_external_edge_ratio,cluster_count,average_cluster_size,max_cluster_size,min_cluster_size,max_cluster_ratio,singleton_ratio,cluster_size_cv,coupling,cohesion,imbalance,f_semantic,q_loss,gain_imbalance,gain_semantic,equals_leiden,equals_conservative,realised_modularity_loss,permitted_modularity_loss,above_leiden_modularity,exact_leiden_modularity,baseline_weighted_modularity,baseline_imbalance,baseline_semantic,target_improvement,required_modularity_loss
jpetstore,stage3a,0,reverse_semantic_0.05,,achieved,0,seed0_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_4,raw_leiden_perturbation,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.050000000000000003,0.011343184780135315
jpetstore,stage3a,0,reverse_semantic_0.10,,achieved,0,seed0_solution002,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 2, 2, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,False,0.41959152568206065,0.73333333333333328,2.75,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.26666666666666666,4.7011904761904759,0.20412414523193148,0.51850142555281176,0.050847808248460649,0,0.13407838760237983,False,False,0.050847808248460649,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.10000000000000001,0.050847808248460649
jpetstore,stage3a,0,reverse_semantic_0.20,,achieved,0,seed0_solution014,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.39453436976070722,0.66913580246913584,2.0223880597014925,4,6,8,5,0.33333333333333331,0,0.20412414523193148,0.33086419753086421,5.6767857142857148,0.20412414523193148,0.43158261015741339,0.1075292543838479,0,0.27923687138982389,False,False,0.1075292543838479,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.20000000000000001,0.1075292543838479
jpetstore,stage3a,0,reverse_semantic_0.30,,achieved,0,seed0_solution018,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 0, 0]",False,,,False,0.35552202408169481,0.64938271604938269,1.852112676056338,4,6,7,5,0.29166666666666669,0,0.11785113019775793,0.35061728395061731,4.7321428571428568,0.11785113019775793,0.38658197457799703,0.19577854241799481,0.4226497308103741,0.35439003587399165,False,False,0.19577854241799481,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.29999999999999999,0.19577854241799481
jpetstore,stage3a,1,reverse_semantic_0.05,,achieved,0,seed1_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.005_4,raw_leiden_perturbation,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.050000000000000003,0.011343184780135315
jpetstore,stage3a,1,reverse_semantic_0.10,,achieved,0,seed1_solution003,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 3, 3, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,False,0.41551592745008381,0.73086419753086418,2.7155963302752295,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.26913580246913582,4.6297619047619047,0.20412414523193148,0.53561652366041912,0.060067162686783394,0,0.10549537390307941,False,False,0.060067162686783394,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.10000000000000001,0.060067162686783394
jpetstore,stage3a,1,reverse_semantic_0.20,,achieved,0,seed1_solution019,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.38984606005182137,0.66666666666666663,2,4,6,8,5,0.33333333333333331,0,0.20412414523193148,0.33333333333333331,5.6136904761904765,0.20412414523193148,0.42922445637548823,0.11813461498679506,0,0.28317509841195615,False,False,0.11813461498679506,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.20000000000000001,0.11813461498679506
jpetstore,stage3a,1,reverse_semantic_0.30,,achieved,0,seed1_solution002,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 0, 1, 0, 0]",False,,,False,0.3692089620484682,0.73580246913580249,2.7850467289719627,4,6,9,1,0.375,0.041666666666666664,0.5137011669140813,0.26419753086419751,3.1238095238095238,0.5137011669140813,0.3669446807825969,0.16481750918832455,-1.5166114784235833,0.38718523424458262,False,False,0.16481750918832455,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.29999999999999999,0.16481750918832455
jpetstore,stage3a,2,reverse_semantic_0.05,,achieved,0,seed2_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",True,raw_leiden_perturb_0.01_1,raw_leiden_perturbation,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.050000000000000003,0.011343184780135315
jpetstore,stage3a,2,reverse_semantic_0.10,,achieved,0,seed2_solution010,"[0, 1, 1, 2, 1, 1, 0, 1, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 3, 0]",False,,,False,0.39248590153939944,0.70864197530864192,2.4322033898305087,4,6,7,5,0.29166666666666669,0,0.11785113019775793,0.29135802469135802,4.25,0.11785113019775793,0.53793257937593664,0.11216306603871179,0.4226497308103741,0.10162745261926534,False,False,0.11216306603871179,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.10000000000000001,0.11216306603871179
jpetstore,stage3a,2,reverse_semantic_0.20,,achieved,0,seed2_solution022,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 0, 2, 0]",False,,,False,0.35935070873342478,0.65925925925925921,1.9347826086956521,4,6,8,3,0.33333333333333331,0,0.31180478223116176,0.34074074074074073,5.850595238095238,0.31180478223116176,0.45172225961147505,0.18711772777735644,-0.52752523165194676,0.24560271559210245,False,False,0.18711772777735644,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.20000000000000001,0.18711772777735644
jpetstore,stage3a,2,reverse_semantic_0.30,,achieved,0,seed2_solution028,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 0, 0, 0, 2, 0]",False,,,False,0.35147081237616212,0.64444444444444449,1.8125,4,6,8,4,0.33333333333333331,0,0.23570226039551587,0.35555555555555557,5.2017857142857142,0.23570226039551587,0.3857278811387661,0.20494273243185485,-0.1547005383792518,0.35581641183283991,False,False,0.20494273243185485,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.29999999999999999,0.20494273243185485
jpetstore,stage3a,3,reverse_semantic_0.05,,achieved,0,seed3_solution009,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 2, 3, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43050144795000761,0.68395061728395057,2.1640625,5,4.7999999999999998,7,2,0.29166666666666669,0,0.33333333333333337,0.31604938271604938,8.3085714285714296,0.33333333333333337,0.55222241383003656,0.026168623854476335,-0.63299316185545251,0.077762761257623297,False,False,0.026168623854476335,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.050000000000000003,0.026168623854476335
jpetstore,stage3a,3,reverse_semantic_0.10,,achieved,0,seed3_solution012,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 4, 2, 2, 2, 3, 2, 3, 4, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.41532388355433619,0.66913580246913584,2.0223880597014925,5,4.7999999999999998,8,2,0.33333333333333331,0,0.40397332145136078,0.33086419753086421,8.4414285714285704,0.40397332145136078,0.53279126000691179,0.06050158252942691,-0.97905701450631999,0.11021369624073761,False,False,0.06050158252942691,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.10000000000000001,0.06050158252942691
jpetstore,stage3a,3,reverse_semantic_0.20,,achieved,0,seed3_solution018,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 2, 0, 1, 2, 0]",False,,,True,0.39053193110806284,0.6518518518518519,1.8723404255319149,4,6,8,4,0.33333333333333331,0,0.26352313834736496,0.34814814814814815,6.6619047619047613,0.26352313834736496,0.47150585301170667,0.11658311554878255,-0.29099444873580588,0.21256319004425495,False,False,0.11658311554878255,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.20000000000000001,0.11658311554878255
jpetstore,stage3a,3,reverse_semantic_0.30,,achieved,0,seed3_solution031,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 3, 2, 2, 3, 3, 2, 3, 3, 2, 3, 0, 0, 2, 0, 0]",False,,,False,0.31857643651882339,0.60493827160493829,1.53125,4,6,7,4,0.29166666666666669,0,0.20412414523193148,0.39506172839506171,4.8928571428571432,0.20412414523193148,0.38658197457799703,0.27935264547893057,0,0.35439003587399165,False,False,0.27935264547893057,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.29999999999999999,0.27935264547893057
jpetstore,stage3a,4,reverse_semantic_0.05,,achieved,0,seed4_solution001,"[0, 1, 1, 2, 1, 1, 0, 2, 3, 0, 2, 2, 3, 3, 2, 3, 0, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.43705532693187016,0.74814814814814812,2.9705882352941178,4,6,7,5,0.29166666666666669,0,0.16666666666666666,0.25185185185185183,4.9690476190476192,0.16666666666666666,0.55222241383003656,0.011343184780135315,0.18350341907227391,0.077762761257623297,False,False,0.011343184780135315,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.050000000000000003,0.011343184780135315
jpetstore,stage3a,4,reverse_semantic_0.10,,achieved,0,seed4_solution017,"[0, 1, 1, 2, 1, 3, 0, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 0, 0, 1, 2, 0]",False,,,True,0.39121170553269319,0.66666666666666663,2,4,6,8,4,0.33333333333333331,0,0.26352313834736496,0.33333333333333331,6.1577380952380949,0.26352313834736496,0.47814583480699757,0.11504540721688589,-0.29099444873580588,0.20147411013220076,False,False,0.11504540721688589,,False,False,0.44206980643194638,0.20412414523193148,0.59878563847962085,0.10000000000000001,0.11504540721688589
