path,conditional_statistics_detected,availability_wording_present,status,action
reports/preference_analysis/five_percent_operating_profile_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/marginal_exchange_rates_summary.md,True,False,REVIEW,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/preference_final_conclusions.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/preference_partition_stability_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/preference_statistical_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/profile_comparison_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/reverse_balance_target_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/stage2_budgeted_balance_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/stage2_leiden_front_mechanism_summary.md,True,False,REVIEW,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/stage3_budgeted_balance_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/stage3_budgeted_semantic_summary.md,True,True,PASS,accepted source not rewritten; review flagged wording before thesis use
reports/preference_analysis/stage3_leiden_front_mechanism_summary.md,True,False,REVIEW,accepted source not rewritten; review flagged wording before thesis use
