subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash,experiment_name,representation_id,stage3a_source_path,stage3a_source_file_sha256,stage3a_declaration_hash,declaration_exact_match,declaration_token_count,raw_body_candidate_count,filtered_body_token_count_before_budget,appended_body_token_count,body_model_token_count,total_token_count,body_tokens_truncated,declaration_truncated,body_empty,extracted_concrete_method_count,normalized_method_count,synthetic_method_count,generated_code_status,accepted_invoked_method_tokens,accepted_field_tokens,accepted_local_tokens,accepted_exception_tokens,accepted_operation_tokens,accepted_string_tokens,accepted_literals,rejected_token_count,body_hash
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBBean$quotePriceComparator,TradeSLSBBean$quotePriceComparator,class,false,"[DECLARATION]
class TradeSLSBBean$quotePriceComparator implements Comparator {
    int compare(Object, Object);
}
[METHOD_BODY]
invoke compare invoke create
",1,0,1,0,e4057b3306b87ab1fd54c1f75d9245218f619182ebd74f8a93208f3d27c7f122,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,0f30e2856083ce7809ae33a44b890c6c8ea99f7964d06f567693cbe9834acc7d,true,21,12,4,4,4,34,0,false,false,2,2,0,not_detected,2,0,0,0,7,0,0,39,1bb35271fc145d82a4cac60f01b2094c8899176757270ecb21320eca93dbe95a
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBLocal,TradeSLSBLocal,interface,false,"[DECLARATION]
@Local
public interface TradeSLSBLocal extends TradeServices {
    double investmentReturn(double, double);
    QuoteDataBean pingTwoPhase(String);
    void publishQuotePriceChange(QuoteDataBean, BigDecimal, BigDecimal, double);
}
[METHOD_BODY]
<EMPTY>
",3,1,1,0,330ee5d97b95d34d91c65fd3e5496954ee19996fec4ee992a76c708d29dae5fa,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,ebb0a71ae821572211f9108ae470bb16755bf374a203a0cabed519823f207842,true,49,0,0,0,3,60,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
daytrader,com.ibm.websphere.samples.daytrader.ejb3.TradeSLSBRemote,TradeSLSBRemote,interface,false,"[DECLARATION]
@Remote
public interface TradeSLSBRemote extends TradeServices {
    double investmentReturn(double, double);
    QuoteDataBean pingTwoPhase(String);
    void publishQuotePriceChange(QuoteDataBean, BigDecimal, BigDecimal, double);
}
[METHOD_BODY]
<EMPTY>
",3,1,1,0,468e5076710d5c6529ad9e1cb8c4ee067c6f07ce361998475269bd51580137d5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,3f95dc954e38484462053beb3b05e249e536f1db830393b557d7ccb93dea5c3c,true,49,0,0,0,3,60,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountDataBean,AccountDataBean,class,false,"[DECLARATION]
@Entity
@Table
public class AccountDataBean implements Serializable {
    boolean equals(Object);
    Integer getAccountID();
    BigDecimal getBalance();
    Date getCreationDate();
    Collection getHoldings();
    Date getLastLogin();
    int getLoginCount();
    int getLogoutCount();
    BigDecimal getOpenBalance();
    Collection getOrders();
    AccountProfileDataBean getProfile();
    String getProfileID();
    AccountDataBean getRandomInstance();
    int hashCode();
    void login(String);
    void logout();
    void print();
    void setAccountID(Integer);
    void setBalance(BigDecimal);
    void setCreationDate(Date);
    void setHoldings(Collection);
    void setLastLogin(Date);
    void setLoginCount(int);
    void setLogoutCount(int);
    void setOpenBalance(BigDecimal);
    void setOrders(Collection);
    void setProfile(AccountProfileDataBean);
    void setProfileID(String);
    String toHTML();
    String toString();
}
[METHOD_BODY]
invoke profile id invoke profile id branch jump account account balance creation date holdings last login login count logout count open balance orders random instance create hash code branch jump create ejb exception failure incorrect password logout print log creation date holdings last open orders html string data string data
",30,2,1,0,366e371d0cef0aa11cf309e6182470e782fad152ab0fff29ec8bf24a018277b8,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,fe52a5446d2684cc6bf34f902d2639c2b5cf29d2cf0d2697f2738fc0ee50e0c8,true,192,264,50,50,51,252,0,false,false,33,33,0,not_detected,57,50,0,4,142,15,11,773,1d59df5f26e13b048010610d0955490b8a4071fbee78be13664c338f399acd35
daytrader,com.ibm.websphere.samples.daytrader.entities.AccountProfileDataBean,AccountProfileDataBean,class,false,"[DECLARATION]
@Entity
@Table
public class AccountProfileDataBean implements Serializable {
    boolean equals(Object);
    AccountDataBean getAccount();
    String getAddress();
    String getCreditCard();
    String getEmail();
    String getFullName();
    String getPassword();
    AccountProfileDataBean getRandomInstance();
    String getUserID();
    int hashCode();
    void print();
    void setAccount(AccountDataBean);
    void setAddress(String);
    void setCreditCard(String);
    void setEmail(String);
    void setFullName(String);
    void setPassword(String);
    void setUserID(String);
    String toHTML();
    String toString();
}
[METHOD_BODY]
invoke credit card invoke branch jump user id account address credit card email full name password passwd random instance create user id hash code branch jump print log account address email full name password passwd html string create profile data string profile data
",20,2,1,0,aa0f0435351ae07e3618c9cf4d98df5f16e37231cc46dbff55f1cbb492adcb03,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,26bf5ddd5afd93758bea2f0ec580c37da14b40090c1eb538ff4f5f803064b02c,true,121,156,43,43,43,173,0,false,false,22,22,0,not_detected,33,34,0,0,75,9,4,428,c34a1843380b80b3fce6ea6907d4bf9364750f06137761b5f3f953bdb59ddce6
daytrader,com.ibm.websphere.samples.daytrader.entities.HoldingDataBean,HoldingDataBean,class,false,"[DECLARATION]
@Entity
@Table
public class HoldingDataBean implements Serializable {
    boolean equals(Object);
    AccountDataBean getAccount();
    Integer getHoldingID();
    Date getPurchaseDate();
    BigDecimal getPurchasePrice();
    double getQuantity();
    QuoteDataBean getQuote();
    String getQuoteID();
    HoldingDataBean getRandomInstance();
    int hashCode();
    void print();
    void setAccount(AccountDataBean);
    void setHoldingID(Integer);
    void setPurchaseDate(Date);
    void setPurchasePrice(BigDecimal);
    void setQuantity(double);
    void setQuote(QuoteDataBean);
    void setQuoteID(String);
    String toHTML();
    String toString();
}
[METHOD_BODY]
invoke quote invoke quote id branch jump holding id account holding purchase date purchase price quantity symbol branch jump random instance create hash code print log account date price quantity html string create data string data
",20,2,1,0,a49a857d20acff3b8171f032b82ef9893fec8f36acf0f5b43fb791a7fa37decf,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,70d9a4e6f0264fe8807e68d1a19767fe1293b6160bd82ed88e8d97a461a283e7,true,138,167,36,36,36,183,0,false,false,23,23,0,not_detected,37,40,0,0,79,6,5,476,721df1fbb43a91ec51fa19e179832723d3e5fc1cbc7d412f561a23995348f4d9
daytrader,com.ibm.websphere.samples.daytrader.entities.OrderDataBean,OrderDataBean,class,false,"[DECLARATION]
@Entity
@NamedQueries
@Table
public class OrderDataBean implements Serializable {
    void cancel();
    boolean equals(Object);
    AccountDataBean getAccount();
    Date getCompletionDate();
    HoldingDataBean getHolding();
    Date getOpenDate();
    BigDecimal getOrderFee();
    Integer getOrderID();
    String getOrderStatus();
    String getOrderType();
    BigDecimal getPrice();
    double getQuantity();
    QuoteDataBean getQuote();
    OrderDataBean getRandomInstance();
    String getSymbol();
    int hashCode();
    boolean isBuy();
    boolean isCancelled();
    boolean isCompleted();
    boolean isOpen();
    boolean isSell();
    void print();
    void setAccount(AccountDataBean);
    void setCompletionDate(Date);
    void setHolding(HoldingDataBean);
    void setOpenDate(Date);
    void setOrderFee(BigDecimal);
    void setOrderID(Integer);
    void setOrderStatus(String);
    void setOrderType(String);
    void setPrice(BigDecimal);
    void setQuantity(double);
    void setQuote(QuoteDataBean);
    void setSymbol(String);
    String toHTML();
    String toString();
}
[METHOD_BODY]
invoke symbol invoke holding cancel order status cancelled branch jump order id account completion date holding open date fee id status type price quantity quote random instance create branch jump sell buy open symbol quote hash code buy compare ignore cancelled compare ignore completed alertcompleted processing sell print log account completion fee type price quantity html string create string
",36,3,1,0,ca9c10552e06baa78005e4210e312efb9da81cea6a7fc9e00ca782d4482f5319,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,ae0f42373042008c9575a3bf38f5a99e0721d4ef93cf23666a5c7fec29de466c,true,228,306,59,59,60,297,0,false,false,39,39,0,not_detected,68,53,0,0,150,19,19,837,7fbc4a8d872bc782a175b95e2efd965de275e134211b6a8c73faed35f2789a0d
daytrader,com.ibm.websphere.samples.daytrader.entities.QuoteDataBean,QuoteDataBean,class,false,"[DECLARATION]
@Entity
@NamedNativeQueries
@NamedQueries
@Table
public class QuoteDataBean implements Serializable {
    boolean equals(Object);
    double getChange();
    String getCompanyName();
    BigDecimal getHigh();
    BigDecimal getLow();
    BigDecimal getOpen();
    BigDecimal getPrice();
    QuoteDataBean getRandomInstance();
    String getSymbol();
    double getVolume();
    int hashCode();
    void print();
    void setChange(double);
    void setCompanyName(String);
    void setHigh(BigDecimal);
    void setLow(BigDecimal);
    void setOpen(BigDecimal);
    void setPrice(BigDecimal);
    void setSymbol(String);
    void setVolume(double);
    String toHTML();
    String toString();
}
[METHOD_BODY]
invoke symbol invoke change branch jump symbol change change1 company name high low open open1 price random instance create incorporated volume hash code branch jump print log change1 company name high low open open1 price volume html string create data string quote data
",22,4,1,0,7efc8b2fdb74cf7ccde439f5ad68ed19473249d45ef2aa355608c79cd641a98b,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,d97a597b2ca04fc97d5f53c0f0470038c74fad862840cc1e56aad74a5391db40,true,137,186,43,43,47,193,0,false,false,25,25,0,not_detected,31,25,0,0,97,6,5,524,7ff260b2998ab4f5293ff2a01b4fc4c3e7baf28c9bb7f94113ae85129b436736
daytrader,com.ibm.websphere.samples.daytrader.util.CompleteOrderThread,CompleteOrderThread,class,false,"[DECLARATION]
public class CompleteOrderThread implements Runnable {
    void run();
}
[METHOD_BODY]
invoke order id two phase invoke create branch jump order id two phase ejb exception
",1,0,1,0,78501454689062a7c3b7b6b2535cd9ac39fef9f579d351796fe84eb0b1bd921f,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,b427c2f5f157730fc86ef980d45f643a647c07f814fdab3314fcb1e42a37f531,true,13,55,15,15,16,38,0,false,false,2,2,0,not_detected,0,8,0,12,24,0,0,115,8c836ebaa1185377470bd27de1a4becb80014e5601861b5a38d1a2f4556f156e
daytrader,com.ibm.websphere.samples.daytrader.util.FinancialUtils,FinancialUtils,class,false,"[DECLARATION]
public class FinancialUtils {
    BigDecimal computeGain(BigDecimal, BigDecimal);
    BigDecimal computeGainPercent(BigDecimal, BigDecimal);
    BigDecimal computeHoldingsTotal(Collection);
    String printChangeHTML(double);
    String printGainHTML(BigDecimal);
    String printGainPercentHTML(BigDecimal);
    String printQuoteLink(String);
}
[METHOD_BODY]
scale create invoke zero one hundred invoke compute gain scale compute gain percent multiply branch jump zero one hundred cmpl holdings total create branch jump print change html string arrowdown gif arrowup cmpg print html string arrowdown gif arrowup cmpg percent quote link
",7,0,0,0,03bab7e5f97f91b4eb323ec3a3db06a2b0ece0b65cc71ffc523722f02ddd0e9c,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,2dad4285e08e95ea31d66fcdc09ed215a0fb63a657a79681e349b320c8281737,true,60,165,43,43,50,119,0,false,false,9,9,0,not_detected,29,6,4,0,88,12,6,394,94f5ef1a07fd1e06a3b4dd0a86b82ff30261a23d0c7b214b4041dfb5ce33490e
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock,KeyBlock,class,true,"[DECLARATION]
public class KeyBlock extends AbstractSequentialList {
    ListIterator listIterator(int);
    int size();
}
[METHOD_BODY]
invoke min max index invoke min max index list iterator create size
",2,0,0,0,8a96ed0cc3c0eb2b98f7c39e2883725a40a860f73ef42b87d11e2941f8bca520,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,64a09d222de48169dff2cfb960584f599f85341ad2addcc5b0e197ea8f0a5c55,true,21,25,12,12,12,42,0,false,false,9,4,5,compiler_synthetic_evidence,3,15,0,0,4,0,0,65,c2f8a0c358abdd1a8b7a5209343cef47035f1c37d3b549fa31a05e99abbe317a
daytrader,com.ibm.websphere.samples.daytrader.util.KeyBlock$KeyBlockIterator,KeyBlock$KeyBlockIterator,class,false,"[DECLARATION]
class KeyBlock$KeyBlockIterator implements ListIterator {
    void add(Object);
    boolean hasNext();
    boolean hasPrevious();
    Object next();
    int nextIndex();
    Object previous();
    int previousIndex();
    void remove();
    void set(Object);
}
[METHOD_BODY]
invoke add create invoke unsupported operation exception key not supported has next branch jump has previous branch jump next create runtime exception key error block depleted index access previous index unsupported operation not supported remove
",9,0,1,0,31894df8b9f44bc97da97bad095aec80ae15fab346efc139561992d99685f0c2,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,a5582bf8911a310d1794168c8370f56d7720253dacdcf48ac5bb01fef9160dbf,true,53,87,35,35,35,97,0,false,false,10,10,0,not_detected,19,0,0,22,28,15,4,194,a1e7dd96aa6a936054856d182934390d6c3bac38ff830fe158e49c1f4c43b833
daytrader,com.ibm.websphere.samples.daytrader.util.Log,Log,class,false,"[DECLARATION]
public class Log {
    void debug(String);
    boolean doActionTrace();
    boolean doDebug();
    boolean doStat();
    boolean doTrace();
    void error(String);
    void error(String, String, String, Throwable);
    void error(String, String, Throwable);
    void error(String, Throwable);
    void error(Throwable, String);
    void error(Throwable, String, String);
    void error(Throwable, String, String, String);
    boolean getActionTrace();
    boolean getTrace();
    void log(String);
    void log(String, String);
    void log(String, String, String);
    void print(String);
    void printCollection(Collection);
    void printCollection(String, Collection);
    void printObject(Object);
    void setActionTrace(boolean);
    void setTrace(boolean);
    void stat(String);
    void trace(String);
    void trace(String, Object);
    void trace(String, Object, Object);
    void trace(String, Object, Object, Object);
    void trace(String, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object, Object);
    void trace(String, Object, Object, Object, Object, Object, Object, Object);
    void traceEnter(String);
    void traceExit(String);
}
[METHOD_BODY]
logger invoke log daytrader invoke debug log info action trace branch jump debug stat trace error severe create error create print out print out action info collection collection branch jump complete object stat fine thread enter fine method exit method
",34,0,0,0,bddeecb04368daf52ffe0416dce49dc16b75388150207edee746e2586de6d645,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,5c88d85e0f49968d803f52175b628c4d465c7d7348b050bedb8c66252dbf3aba,true,273,359,40,40,42,324,0,false,false,36,36,0,not_detected,80,14,0,0,235,18,7,1015,5e3c121ade0e4dbfd979e224bcbf575b0e1b3072115519d2212c73da9a4e2027
daytrader,com.ibm.websphere.samples.daytrader.util.MDBStats,MDBStats,class,true,"[DECLARATION]
public class MDBStats extends HashMap {
    TimerStat addTiming(String, long, long);
    MDBStats getInstance();
    void reset();
}
[METHOD_BODY]
mdb stats invoke add timing invoke branch jump create entermonitor cmpl cmpg exitmonitor instance branch jump create mdb stats reset clear
",3,0,0,0,6fb66f27ee63f22e6760976d5145c6e217a47f535df2da0da285f99e8d169ab7,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,3cf888238d2f47f057ddc8a187c5a4e3a5b4d5615adb164ce99408b0a9f50ed5,true,28,66,21,21,25,62,0,false,false,5,5,0,not_detected,6,10,5,0,24,0,0,144,3a99f735f184a5ff3012fd50d83fe90115485e399c84b77777cc0050bcaa2e36
daytrader,com.ibm.websphere.samples.daytrader.util.TimerStat,TimerStat,class,false,"[DECLARATION]
public class TimerStat {
    double getAvgSecs();
    int getCount();
    double getMax();
    double getMaxSecs();
    double getMin();
    double getMinSecs();
    double getTotalTime();
    void setCount(int);
    void setMax(double);
    void setMin(double);
    void setTotalTime(double);
}
[METHOD_BODY]
invoke min max total time avg secs count invoke count max secs min total time
",11,0,0,0,795f3cc76733435ef13b29ea49df396c69a32c39f1a2cba6cbfd04bbbf5f4b86,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,69d7f98dab546a408a5670d85feec4ea45c3b2c941cd2e197665e4370bc7ab9f,true,69,40,15,15,15,93,0,false,false,12,12,0,not_detected,17,16,0,0,3,0,0,117,22af54e1e040bb19bf299f564a775b0de968e2097a6d0060e72f01965359450a
daytrader,com.ibm.websphere.samples.daytrader.util.TradeConfig,TradeConfig,class,false,"[DECLARATION]
public class TradeConfig {
    int getAccessMode();
    boolean getActionTrace();
    boolean getDisplayOrderAlerts();
    String getHostname();
    boolean getJDBCDriverNeedsGlobalTransation();
    boolean getLongRun();
    int getMAX_HOLDINGS();
    int getMAX_QUOTES();
    int getMAX_USERS();
    int getMarketSummaryInterval();
    String getNextUserIDFromDeck();
    BigDecimal getOrderFee(String);
    int getOrderProcessingMode();
    String[] getOrderProcessingModeNames();
    String getPage(int);
    int getPercentSentToWebsocket();
    int getPrimIterations();
    boolean getPublishQuotePriceChange();
    BigDecimal getRandomPriceChangeFactor();
    int getRunTimeMode();
    String[] getRunTimeModeNames();
    char getScenarioAction(boolean);
    int getScenarioCount();
    int[][] getScenarioMixes();
    boolean getTrace();
    boolean getUpdateQuotePrices();
    String getUserID();
    int getWebInterface();
    String[] getWebInterfaceNames();
    void incrementScenarioCount();
    void incrementSellDeficit();
    String nextUserID();
    double random();
    String rndAddress();
    String rndBalance();
    BigDecimal rndBigDecimal(float);
    boolean rndBoolean();
    String rndCreditCard();
    String rndEmail(String);
    float rndFloat(int);
    String rndFullName();
    int rndInt(int);
    String rndNewUserID();
    float rndPrice();
    float rndQuantity();
    String rndSymbol();
    String rndSymbols();
    String rndUserID();
    void setAccessMode(int);
    void setActionTrace(boolean);
    void setConfigParam(String, String);
    void setDisplayOrderAlerts(boolean);
    void setJDBCDriverNeedsGlobalTransation(boolean);
    void setLongRun(boolean);
    void setMAX_HOLDINGS(int);
    void setMAX_QUOTES(int);
    void setMAX_USERS(int);
    void setMarketSummaryInterval(int);
    void setOrderProcessingMode(int);
    void setPercentSentToWebsocket(int);
    void setPrimIterations(int);
    void setPublishQuotePriceChange(boolean);
    void setRunTimeMode(int);
    void setRunTimeModeNames(String[]);
    void setScenarioCount(int);
    void setTrace(boolean);
    void setUpdateQuotePrices(boolean);
    void setUseRemoteEJBInterface(boolean);
    void setWebInterface(int);
    boolean useRemoteEJBInterface();
}
[METHOD_BODY]
create invoke order processing mode names access web max users quotes jdbc uid pwd ds name driver needs global transation datasource keyblocksize per page rnd user holdings count id semaphore host random number generator trace action update quote prices prim iterations run publish price change percent sent websocket display alerts use remote ejb market summary interval penny stock recovery miracle multiplier maximum split scenario mixes actions sell deficit ui fee cash one deck card full ejb3 direct sync async phase managed thread standard services jsp images invoke access mode action trace display order alerts hostname error branch jump host name exception getting using localhost jdbc driver needs global transation run max holdings quotes users market summary interval next user id deck string branch jump create card fee compare ignore cash buy sell processing names page web ui percent sent websocket prim iterations publish quote price change random factor one cmpg time time scenario increment count mixes actions deficit entermonitor exitmonitor update prices rnd increment next string semaphore entermonitor exitmonitor number generator address oak st balance big decimal scale credit email com value full value quantity symbol symbols per trade trader config param measure trade setting reverting current set minor exception caughttrying revering use remote ejb
",70,0,0,0,269d7aefb611a8ac4133f8aba9b1db3bf5fe5b7904b8c6457c76b91e7d187a4c,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,e94f37be483cca3b9c8b0bc9d59407688f9d35c2f13aaaeb08c3245d8ba18b52,true,487,899,205,205,222,718,0,false,false,72,72,0,not_detected,196,373,21,0,357,81,37,2422,c32fe48808bd17b32fe6080953aa757795a6af61de5e50c43eed3bef3b160de6
daytrader,com.ibm.websphere.samples.daytrader.util.WebSocketJMSMessage,WebSocketJMSMessage,interface,false,"[DECLARATION]
@Qualifier
@Retention
@Target
public interface WebSocketJMSMessage extends Annotation {
}
[METHOD_BODY]
<EMPTY>
",0,3,1,0,623212e7bf56f200f463314b29a8c7fadf2049f1a5fcc6d15011750d8e1fe45a,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,e95b8733d3181d904136f23d47d135939f19ba98573cc973c9f5610fef33a7da,true,19,0,0,0,3,30,0,false,true,0,0,0,not_detected,0,0,0,0,0,0,0,0,77305bff7a24e74a0e38d809575b5b8b3de1388a175e5cc66f013233b3646ab2
daytrader,com.ibm.websphere.samples.daytrader.web.OrdersAlertFilter,OrdersAlertFilter,class,false,"[DECLARATION]
@WebFilter
public class OrdersAlertFilter implements Filter {
    void destroy();
    void doFilter(ServletRequest, ServletResponse, FilterChain);
    void init(FilterConfig);
}
[METHOD_BODY]
invoke filter config destroy filter config branch jump invoke create action logout login uid bean closed orders order alert user error checking
",3,1,1,0,a924db1ed6517ba668b9d77bce06b765cc226e0fdd98de849220eefeffb39aa3,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,92772fd1a525dacc0e70f4670f2949914b10b431daada536adc8c55779ef3351,true,36,106,22,22,22,67,0,false,false,4,4,0,not_detected,3,8,0,0,47,19,9,228,b46cae52899916e3ca88acdbfab7827f11d9ea004affa10915dfca8184645589
daytrader,com.ibm.websphere.samples.daytrader.web.TradeAppServlet,TradeAppServlet,class,true,"[DECLARATION]
@WebServlet
public class TradeAppServlet extends HttpServlet {
    void doGet(HttpServletRequest, HttpServletResponse);
    void doPost(HttpServletRequest, HttpServletResponse);
    String getServletInfo();
    void init(ServletConfig);
    void performTask(HttpServletRequest, HttpServletResponse);
}
[METHOD_BODY]
invoke get perform task invoke post perform task servlet info trade app provides standard web has more elements branch jump create branch jump out action login register uid passwd user id confirm full name credit card number money email snail mail bean quotes trade app servlet service not logged buy symbols sell symbol quantity portfolio holding no edge logout home account ready update profile mksummary password cpassword fullname address creditcard invalid
",5,1,0,0,ca5a4a28ef07c15e8dfba851ed462b50d42d32dd8eb0a06a9a5b9d439052b038,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,3d2ab00130a8f8132f5a696c290b47eac5f6a24bcc94ba431756875254fb2dfc,true,46,264,71,71,75,130,0,false,false,6,6,0,not_detected,14,3,0,0,169,84,52,789,7c15013494ed4583b30f8342f8b4990686be61eaab8739a43709fe3cd7aed05f
daytrader,com.ibm.websphere.samples.daytrader.web.TradeServletAction,TradeServletAction,class,false,"[DECLARATION]
public class TradeServletAction {
    void doAccount(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doAccountUpdate(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String, String, String, String, String);
    void doBuy(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String);
    void doHome(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doLogin(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doLogout(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void doMarketSummary(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void doPortfolio(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doQuotes(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
    void doRegister(ServletContext, HttpServletRequest, HttpServletResponse, String, String, String, String, String, String, String, String);
    void doSell(ServletContext, HttpServletRequest, HttpServletResponse, String, Integer);
    void doWelcome(ServletContext, HttpServletRequest, HttpServletResponse, String);
    void requestDispatch(ServletContext, HttpServletRequest, HttpServletResponse, String, String);
}
[METHOD_BODY]
invoke create action account invoke branch jump create action servlet exception data profile order beans results could not find user id trade illegal information should string account update branch jump servlet exception profile passwords not match please fill all information fields successful invalid check user id database populated results trade illegal should string treating error forwarding page buy request dispatch order processing mode data argument symbol buying stock home request dispatch holding beans check database populated could find finding treating error forwarding page login uid bean session creation date ready finding entered bad username logging password logout logging out fowarding market summary test portfolio your empty holding quote quotes register out registration operation has been created your passwords did match sell processing mode selling welcome include
",13,0,0,0,0464c1820de7c4d43cda3b860e9622ee26b17d9f808435636ea487b58ee7953d,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,bb55e7f4a209cc8d7ab39fdf0df63b8c7a2bd45561128be5de602098b6fe37e8,true,235,560,126,126,128,372,0,false,false,14,14,0,not_detected,36,26,3,36,359,348,102,1834,8a1a56d3a098ae83ce0d8a437c511e42b3891ebc1225b0898236ca71b5745483
daytrader,com.ibm.websphere.samples.daytrader.web.TradeWebContextListener,TradeWebContextListener,class,false,"[DECLARATION]
@WebListener
public class TradeWebContextListener implements ServletContextListener {
    void contextDestroyed(ServletContextEvent);
    void contextInitialized(ServletContextEvent);
}
[METHOD_BODY]
invoke context destroyed trace invoke trade web listener destroy calling context initialized create jump out trade web listener initializing direct settings daytrader runtime mode use remote ejb order processing max users quotes market summary interval prim iterations publish quote price change percent sent websocket display alerts run action trace properties not found
",2,1,1,0,1e3c3843b0aad60dbe912815d2af1855e875b77ea0698db329b17766a4d7e6a5,stage3_declaration_method_body,declaration_method_body_v1,data/semantic_inputs/daytrader_class_declarations.csv,b4860350bc65e6239834b818fd997477629adef4ff8f10d9cd66ff41a1b5b0ac,54c23417abe0ec6d2f80bccd8b6382753c53345c2fcad75ef19fd3535ff56790,true,33,69,52,52,55,97,0,false,false,3,3,0,not_detected,5,2,0,0,60,54,17,180,2c756be8bec9295256e2a6637da1c6745d00ab5ffe39e79965d16253482ff0ea
