subject,seed,solution_id,coupling,cohesion,imbalance,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,injected_seed_name,injected_seed_category,label_vector
daytrader,25,seed25_solution000,0.17435424354243542,3.033184523809524,1.4662453411685228,0.17435424354243542,-3.033184523809524,1.4662453411685228,True,True,strongest_edge_grouping_k2,strongest_edge_grouping,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 4, 7, 0, 0, 0, 0, 7, 5, 8, 9, 5, 5, 5, 5, 5, 5, 10, 11, 0, 12, 12, 13, 14, 14, 14, 0, 15]"
daytrader,25,seed25_solution001,0.17619926199261993,4.094940476190477,1.4268692498531796,0.17619926199261993,-4.094940476190477,1.4268692498531796,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 4, 7, 0, 0, 0, 0, 7, 5, 8, 9, 5, 10, 10, 5, 5, 5, 4, 11, 0, 12, 12, 13, 14, 14, 14, 0, 15]"
daytrader,25,seed25_solution002,0.17619926199261993,3.6323129251700683,1.306254636277055,0.17619926199261993,-3.6323129251700683,1.306254636277055,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 6, 7, 0, 0, 0, 0, 7, 5, 8, 9, 5, 10, 10, 5, 5, 5, 4, 3, 0, 11, 11, 12, 13, 13, 13, 0, 13]"
daytrader,25,seed25_solution003,0.18173431734317344,4.641836734693877,1.2792675458629383,0.18173431734317344,-4.641836734693877,1.2792675458629383,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 4, 7, 0, 0, 0, 0, 7, 5, 8, 8, 5, 9, 9, 5, 5, 4, 10, 10, 0, 11, 11, 12, 13, 12, 13, 0, 13]"
daytrader,25,seed25_solution004,0.19280442804428044,1.7890109890109889,1.2671044068211939,0.19280442804428044,-1.7890109890109889,1.2671044068211939,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 3, 4, 1, 1, 0, 5, 5, 0, 6, 5, 0, 0, 0, 0, 5, 4, 2, 7, 4, 4, 4, 3, 4, 4, 8, 6, 0, 9, 9, 10, 11, 11, 12, 0, 1]"
daytrader,25,seed25_solution005,0.2011070110701107,2.317767633369137,1.2675257683825234,0.2011070110701107,-2.317767633369137,1.2675257683825234,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 4, 7, 0, 0, 0, 0, 7, 5, 8, 9, 5, 5, 5, 5, 5, 5, 10, 10, 0, 11, 11, 12, 13, 13, 6, 4, 13]"
daytrader,25,seed25_solution006,0.20202952029520296,5.296825396825397,1.3469108149113016,0.20202952029520296,-5.296825396825397,1.3469108149113016,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 0, 0, 0, 4, 5, 6, 6, 0, 7, 7, 0, 4, 8, 0, 0, 0, 0, 8, 5, 9, 9, 5, 10, 10, 5, 5, 4, 11, 11, 0, 1, 1, 12, 13, 12, 13, 14, 13]"
daytrader,25,seed25_solution007,0.2043357933579336,3.4246963562753034,1.1643206506069066,0.2043357933579336,-3.4246963562753034,1.1643206506069066,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 3, 2, 2, 0, 0, 0, 0, 0, 4, 4, 1, 1, 0, 5, 5, 0, 5, 1, 0, 0, 0, 0, 6, 7, 8, 6, 6, 9, 9, 7, 10, 10, 5, 10, 0, 9, 9, 11, 4, 10, 4, 0, 12]"
daytrader,25,seed25_solution008,0.20987084870848707,3.2708502024291497,1.15634365630525,0.20987084870848707,-3.2708502024291497,1.15634365630525,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 2, 3, 0, 3, 2, 2, 0, 0, 0, 0, 0, 4, 4, 1, 1, 0, 5, 5, 0, 5, 1, 0, 0, 0, 0, 6, 7, 8, 6, 6, 9, 9, 7, 9, 10, 5, 10, 0, 9, 11, 11, 4, 10, 4, 0, 12]"
daytrader,25,seed25_solution009,0.2172509225092251,2.8128747795414464,1.0076248998353725,0.2172509225092251,-2.8128747795414464,1.0076248998353725,True,False,,,"[0, 0, 0, 1, 1, 0, 0, 2, 2, 0, 2, 2, 3, 0, 0, 0, 0, 0, 2, 0, 2, 2, 0, 4, 3, 0, 1, 4, 0, 0, 0, 0, 5, 5, 5, 1, 6, 7, 7, 8, 1, 0, 2, 5, 0, 3, 2, 5, 3, 5, 3, 0, 1]"
daytrader,25,seed25_solution010,0.2246309963099631,3.2193946404472724,1.1442739018910417,0.2246309963099631,-3.2193946404472724,1.1442739018910417,True,False,,,"[0, 0, 0, 1, 1, 0, 0, 2, 3, 0, 3, 1, 2, 0, 0, 0, 0, 0, 4, 4, 1, 1, 0, 5, 5, 0, 5, 4, 0, 0, 0, 0, 5, 6, 7, 8, 8, 9, 9, 6, 10, 10, 5, 1, 0, 5, 9, 11, 4, 10, 5, 0, 12]"
daytrader,25,seed25_solution011,0.2301660516605166,1.2035087719298247,0.9805876573725497,0.2301660516605166,-1.2035087719298247,0.9805876573725497,True,False,,,"[0, 0, 0, 1, 1, 0, 0, 2, 3, 0, 2, 3, 4, 0, 0, 0, 0, 0, 2, 5, 2, 1, 0, 6, 6, 0, 1, 7, 0, 0, 0, 0, 7, 5, 6, 1, 5, 8, 7, 3, 5, 0, 2, 5, 0, 4, 9, 6, 6, 6, 4, 0, 1]"
daytrader,25,seed25_solution012,0.235239852398524,3.547312726260095,1.2352367776100306,0.235239852398524,-3.547312726260095,1.2352367776100306,True,False,,,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 4, 7, 5, 7, 0, 0, 7, 5, 8, 9, 5, 10, 10, 5, 5, 5, 10, 11, 0, 12, 12, 13, 14, 13, 14, 0, 14]"
