subject,class_id,class_name,kind,superclass_present,semantic_text,method_count,annotation_count,interface_count,truncated_method_count,input_hash,experiment_name,representation_id,stage3a_source_path,stage3a_source_file_sha256,declaration_exact_match,declaration_truncated,body_empty,body_tokens_truncated,raw_body_candidate_count,filtered_body_token_count_before_budget,appended_body_token_count,extracted_concrete_method_count,normalized_method_count,synthetic_method_count,accepted_invoked_method_tokens,accepted_field_tokens,accepted_local_tokens,accepted_exception_tokens,accepted_operation_tokens,accepted_string_tokens,accepted_literals,rejected_token_count,body_hash
easymock,org.easymock.Capture,Capture,class,false,"[DECLARATION]
public class Capture implements Serializable {
    Object getValue();
    List getValues();
    boolean hasCaptured();
    Capture newInstance();
    Capture newInstance(CaptureType);
    Capture newInstance(CaptureType, UnaryOperator);
    Capture newInstance(UnaryOperator);
    void reset();
    void setValue(Object);
    String toString();
}
[METHOD_BODY]
invoke last invoke create values type transform value branch jump create values assertion error nothing captured yet more than one has captured branch jump instance instance last reset clear value transform map org easymock capture type illegal argument exception unknown string nothing yet
",10,0,1,0,f6871709961ea8ba28f6e223142717af5cae63f846a140ee2b2a3cb9ebe6b6dd,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,157,43,43,13,13,2,14,33,0,20,75,12,4,356,ce7f486987fbf46a8fb57c1e54caa49f7191a81e68a5eaab672fa63c3572a9cc
easymock,org.easymock.Capture$1,Capture$1,class,false,"[DECLARATION]
class Capture$1 {
}
[METHOD_BODY]
ordinal invoke measure create jump map org easymock capture type none all first last
",0,0,0,0,bcca1971350e3bca450e7b70b06cb7c2e4b6cdcfc87ebe5d1e7072b77666081b,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,26,14,14,1,1,0,1,44,0,0,11,0,0,86,d80c149fa95a40188e3e7da87f26c8d2a2fb497dce62ce972b2f711d8544d433
easymock,org.easymock.CaptureType,CaptureType,enum,false,"[DECLARATION]
public enum CaptureType {
    CaptureType valueOf(String);
    CaptureType[] values();
}
[METHOD_BODY]
values create invoke none first last all invoke value values clone
",2,0,0,0,08444e568bcc32e3383e3c58a9cb609e5766a9cf419ceb6a2e918f7f5bc57e79,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,27,11,11,4,4,1,5,6,0,0,12,4,4,64,3d42288046a2aa73911e6b54f16e4191975cc06d88d1e80e44cedfe7490da839
easymock,org.easymock.ConstructorArgs,ConstructorArgs,class,false,"[DECLARATION]
public class ConstructorArgs {
    Constructor getConstructor();
    Object[] getInitArgs();
    IllegalArgumentException throwException(Class, Object);
    Object[] validateArgs(Constructor, Object[]);
}
[METHOD_BODY]
validate args invoke constructor constructor init args exception create invoke illegal argument type validate measure branch jump create illegal argument exception number provided arguments match ones primitive param type
",4,0,0,0,21388ffad68309659a59ce9f14b2bff0f5adf349679feaabea7e6699c2a87312,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,100,29,29,5,5,0,9,2,2,18,55,11,4,234,526df4d8acb175518813e0558d742df01cee8e036d6f0359433c7d5a477a9885
easymock,org.easymock.EasyMock,EasyMock,class,false,"[DECLARATION]
public class EasyMock {
    Object and(Object, Object);
    boolean and(boolean, boolean);
    byte and(byte, byte);
    char and(char, char);
    double and(double, double);
    float and(float, float);
    int and(int, int);
    long and(long, long);
    short and(short, short);
    boolean anyBoolean();
    byte anyByte();
    char anyChar();
    double anyDouble();
    float anyFloat();
    int anyInt();
    long anyLong();
    Object anyObject();
    Object anyObject(Class);
    short anyShort();
    String anyString();
    Object[] aryEq(Object[]);
    boolean[] aryEq(boolean[]);
    byte[] aryEq(byte[]);
    char[] aryEq(char[]);
    double[] aryEq(double[]);
    float[] aryEq(float[]);
    int[] aryEq(int[]);
    long[] aryEq(long[]);
    short[] aryEq(short[]);
    Object capture(Capture);
    boolean captureBoolean(Capture);
    byte captureByte(Capture);
    char captureChar(Capture);
    double captureDouble(Capture);
    float captureFloat(Capture);
    int captureInt(Capture);
    long captureLong(Capture);
    void checkIsUsedInOneThread(Object, boolean);
    void checkOrder(Object, boolean);
    Object cmp(Object, Comparator, LogicalOperator);
    Comparable cmpEq(Comparable);
    String contains(String);
    IMocksControl createControl();
    IMocksControl createControl(MockType);
    Object createMock(Class);
    Object createMock(MockType, Class);
    Object createMock(String, Class);
    Object createMock(String, MockType, Class);
    IMockBuilder createMockBuilder(Class);
    IMocksControl createNiceControl();
    Object createNiceMock(Class);
    Object createNiceMock(String, Class);
    IMocksControl createStrictControl();
    Object createStrictMock(Class);
    Object createStrictMock(String, Class);
    String endsWith(String);
    Object eq(Object);
    boolean eq(boolean);
    byte eq(byte);
    char eq(char);
    double eq(double);
    double eq(double, double);
    float eq(float);
    float eq(float, float);
    int eq(int);
    long eq(long);
    short eq(short);
    IExpectationSetters expect(Object);
    IExpectationSetters expectLastCall();
    String find(String);
    Comparable geq(Comparable);
    byte geq(byte);
    double geq(double);
    float geq(float);
    int geq(int);
    long geq(long);
    short geq(short);
    AssertionError getAssertionError(int, int, AssertionError);
    MocksControl getControl(Object);
    IExpectationSetters getControlForLastCall();
    Object getCurrentArgument(int);
    Object[] getCurrentArguments();
    String getEasyMockProperty(String);
    RuntimeException getRuntimeException(int, int, RuntimeException);
    Comparable gt(Comparable);
    byte gt(byte);
    double gt(double);
    float gt(float);
    int gt(int);
    long gt(long);
    short gt(short);
    Object isA(Class);
    Object isNull();
    Object isNull(Class);
    Comparable leq(Comparable);
    byte leq(byte);
    double leq(double);
    float leq(float);
    int leq(int);
    long leq(long);
    short leq(short);
    Comparable lt(Comparable);
    byte lt(byte);
    double lt(double);
    float lt(float);
    int lt(int);
    long lt(long);
    short lt(short);
    void makeThreadSafe(Object, boolean);
    String matches(String);
    Object mock(Class);
    Object mock(MockType, Class);
    Object mock(String, Class);
    Object mock(String, MockType, Class);
    Capture newCapture();
    Capture newCapture(CaptureType);
    Capture newCapture(CaptureType, UnaryOperator);
    Capture newCapture(UnaryOperator);
    Object niceMock(Class);
    Object niceMock(String, Class);
    Object not(Object);
    boolean not(boolean);
    byte not(byte);
    char not(char);
    double not(double);
    float not(float);
    int not(int);
    long not(long);
    short not(short);
    Object notNull();
    Object notNull(Class);
    Object or(Object, Object);
    boolean or(boolean, boolean);
    byte or(byte, byte);
    char or(char, char);
    double or(double, double);
    float or(float, float);
    int or(int, int);
    long or(long, long);
    short or(short, short);
    IMockBuilder partialMockBuilder(Class);
    void replay(Object[]);
    void reportMatcher(IArgumentMatcher);
    void reset(Object[]);
    void resetToDefault(Object[]);
    void resetToNice(Object[]);
    void resetToStrict(Object[]);
    Object same(Object);
    String setEasyMockProperty(String, String);
    String startsWith(String);
    Object strictMock(Class);
    Object strictMock(String, Class);
    void verify(Object[]);
    void verifyRecording(Object[]);
    void verifyUnexpectedCalls(Object[]);
}
[METHOD_BODY]
invoke report invoke report s0 s1 any matcher any matcher object object string ary eq create ary eq create capture capture check used one thread check order cmp cmp contains control control mock mock builder partial nice nice strict strict ends s0 expect last call expect last call find geq geq assertion error branch jump branch jump illegal state exception no available current argument arguments current arguments illegal state exception are only available when executing callback methods easy property runtime gt gt leq leq lt lt make thread safe matches instance instance not not s1 partial builder replay measure reset measure reset same easy property starts verify verify recording unexpected calls
",155,0,0,0,f0f2363b667141687ec1b9a253c74599243e7e9a17b7895a5e853a2cb58994f8,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,1082,111,111,156,156,0,457,14,15,28,452,16,4,2484,f132634ab1559093f39f788bbef09174f4280ed330021cf4e0135df99af58530
easymock,org.easymock.EasyMockExtension,EasyMockExtension,class,false,"[DECLARATION]
public class EasyMockExtension implements TestInstancePostProcessor {
    void postProcessTestInstance(Object, ExtensionContext);
}
[METHOD_BODY]
invoke post process test instance inject mocks invoke
",1,0,1,0,3ffeb82c0f10ebc98817bd56515093a8b4ed5842edcfa55ded99c6973dd7d8c9,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,6,8,8,2,2,0,6,0,0,0,2,0,0,12,4c2e3d4fc71284aa068f5265e2f6963972bfe01d2d53e3e454a2bc013d457e02
easymock,org.easymock.EasyMockListener,EasyMockListener,class,false,"[DECLARATION]
public class EasyMockListener implements IInvokedMethodListener {
    void afterInvocation(IInvokedMethod, ITestResult);
    void beforeInvocation(IInvokedMethod, ITestResult);
}
[METHOD_BODY]
invoke after invocation before invocation inject mocks invoke
",2,0,1,0,33d033f586e5148f3512616952b666ba4c2e04917c0cdeae64bc813c33554b4b,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,10,8,8,3,3,0,6,0,0,0,4,0,0,25,c7cea4b851dcff1900711ef549793fffa16c8780ee00bec7f992b489afae7fa9
easymock,org.easymock.EasyMockRule,EasyMockRule,class,false,"[DECLARATION]
public class EasyMockRule implements TestRule {
    Statement apply(Statement, Description);
}
[METHOD_BODY]
invoke test apply create invoke test
",1,0,1,0,2ba8a946e8ef130629781eb39a4e4a5d3c66a8c79ac78898870c74643877cb84,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,8,6,6,2,2,0,1,2,0,0,3,0,0,22,efad51224153048951df6c79dd4501b0fbec3e1581a6ad51937b72f893048b64
easymock,org.easymock.EasyMockRunner,EasyMockRunner,class,true,"[DECLARATION]
public class EasyMockRunner extends BlockJUnit4ClassRunner {
    Statement withBefores(FrameworkMethod, Object, Statement);
}
[METHOD_BODY]
invoke initialized befores branch jump invoke create initialized security exception problem occured during constructor initialization
",1,0,0,0,30770d13dc575bc34b62a2b4aa2c190173708f5288e39fe722681bbe7c45849d,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,18,15,15,2,2,0,2,3,0,4,8,5,1,40,c010e1fef7d1611fffe37f9c9a3fd612e5b6586ffc6271946f897a9a5921df5f
easymock,org.easymock.EasyMockSupport,EasyMockSupport,class,false,"[DECLARATION]
public class EasyMockSupport {
    IMocksControl createControl();
    IMocksControl createControl(MockType);
    Object createMock(Class);
    Object createMock(MockType, Class);
    Object createMock(String, Class);
    Object createMock(String, MockType, Class);
    IMockBuilder createMockBuilder(Class);
    IMocksControl createNiceControl();
    Object createNiceMock(Class);
    Object createNiceMock(String, Class);
    IMocksControl createStrictControl();
    Object createStrictMock(Class);
    Object createStrictMock(String, Class);
    Class getMockedClass(Object);
    void injectMocks(Object);
    boolean isAMock(Object);
    Object mock(Class);
    Object mock(MockType, Class);
    Object mock(String, Class);
    Object mock(String, MockType, Class);
    Object niceMock(Class);
    Object niceMock(String, Class);
    IMockBuilder partialMockBuilder(Class);
    void replayAll();
    void resetAll();
    void resetAllToDefault();
    void resetAllToNice();
    void resetAllToStrict();
    Object strictMock(Class);
    Object strictMock(String, Class);
    void verifyAll();
    void verifyAllRecordings();
    void verifyAllUnexpectedCalls();
}
[METHOD_BODY]
invoke create controls create control invoke control add controls mock mock builder partial nice add nice strict strict mocked branch jump inject mocks branch jump net bytebuddy buddy partial builder replay all has next reset all has next reset verify verify recordings unexpected calls
",33,0,0,0,41fc1a37f9464918006240c46cdf28ab36236a9d5bd5e373ebb8caae5e068189,stage3_declaration_method_body,declaration_method_body_v1,"validation_provenance/easymock_class_declarations.csv (historical generator commit 48cf46d2a971ff5427daa7d410cb79d4d024e23a, run in isolation)",8b790722f36afc507e896759907802cea18ff00ab19523fcc949a8488745260b,true,false,false,0,245,44,44,34,34,0,129,12,0,0,120,6,2,675,fe8e9cd53e0c74ec013138fc869f5c13bc53415a36885557053a5b19f62e0d44
