subject,seed,solution_id,original_solution_id,coupling,cohesion,imbalance,original_f_semantic,pymoo_f0_coupling,pymoo_f1_negative_cohesion,pymoo_f2_imbalance,feasible,is_injected_seed,label_vector
daytrader,29,seed29_solution000,seed29_solution000,0.174354243542435422,2.8547619047619048338,1.5279524408322906481,0.47760511432313379476,0.174354243542435422,-2.8547619047619048338,1.5279524408322906481,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 8, 0, 9, 10, 0, 0, 0, 0, 10, 7, 11, 12, 7, 7, 7, 7, 7, 7, 13, 11, 0, 14, 14, 13, 15, 15, 15, 0, 16]"
daytrader,29,seed29_solution001,seed29_solution001,0.17527675276752768818,3.5406084656084657603,1.6028854366526348318,0.49912757424046894084,0.17527675276752768818,-3.5406084656084657603,1.6028854366526348318,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 8, 8, 0, 9, 9, 0, 10, 11, 0, 0, 0, 0, 5, 7, 12, 13, 7, 7, 7, 7, 7, 7, 14, 15, 0, 16, 16, 1, 5, 5, 5, 0, 17]"
daytrader,29,seed29_solution003,seed29_solution003,0.17988929889298893583,2.6576190476190477696,1.4389189407500091455,0.49700403918207702869,0.17988929889298893583,-2.6576190476190477696,1.4389189407500091455,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 8, 0, 9, 9, 0, 0, 0, 0, 9, 7, 10, 11, 7, 7, 7, 7, 7, 7, 11, 11, 0, 11, 11, 2, 12, 13, 11, 0, 14]"
daytrader,29,seed29_solution004,seed29_solution004,0.19511070110701106417,3.4911764705882353255,1.5358536924504695431,0.51857338895261784195,0.19511070110701106417,-3.4911764705882353255,1.5358536924504695431,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 3, 4, 0, 0, 0, 0, 0, 5, 6, 7, 7, 0, 8, 8, 0, 9, 10, 0, 0, 0, 0, 11, 6, 12, 13, 6, 6, 6, 6, 6, 6, 12, 14, 0, 15, 0, 1, 4, 4, 4, 16, 15]"
daytrader,29,seed29_solution006,seed29_solution006,0.19787822878228783496,3.3403299916457811491,1.5123792020642830014,0.52863208355964408369,0.19787822878228783496,-3.3403299916457811491,1.5123792020642830014,True,False,"[0, 0, 1, 0, 2, 0, 0, 0, 3, 0, 4, 1, 5, 0, 0, 0, 0, 0, 6, 7, 8, 8, 0, 9, 9, 0, 10, 11, 0, 0, 0, 0, 12, 7, 13, 14, 7, 7, 7, 7, 7, 7, 13, 15, 0, 15, 16, 2, 5, 5, 5, 0, 17]"
daytrader,29,seed29_solution007,seed29_solution007,0.20110701107011069722,2.3743609022556388943,1.3587525952746286606,0.45960035438050028667,0.20110701107011069722,-2.3743609022556388943,1.3587525952746286606,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 1, 1, 0, 8, 8, 0, 9, 10, 0, 0, 0, 0, 10, 7, 11, 11, 7, 7, 7, 7, 7, 7, 12, 11, 0, 12, 12, 12, 13, 13, 12, 1, 14]"
daytrader,29,seed29_solution008,seed29_solution008,0.20525830258302582565,3.2344322344322344875,1.2487088383225883881,0.57794617380053003863,0.20525830258302582565,-3.2344322344322344875,1.2487088383225883881,True,False,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 2, 0, 0, 0, 0, 0, 3, 4, 5, 5, 0, 6, 6, 0, 3, 2, 0, 0, 2, 0, 7, 8, 5, 9, 4, 4, 8, 8, 4, 8, 8, 9, 0, 8, 10, 11, 3, 12, 3, 0, 10]"
daytrader,29,seed29_solution011,seed29_solution011,0.22278597785977860557,3.3082567529935951178,1.4910436301985168228,0.57914606417427250129,0.22278597785977860557,-3.3082567529935951178,1.4910436301985168228,True,False,"[0, 0, 0, 1, 2, 0, 0, 0, 2, 0, 3, 4, 5, 0, 0, 0, 0, 0, 6, 7, 8, 8, 0, 9, 9, 0, 10, 11, 0, 0, 0, 0, 1, 7, 12, 13, 7, 7, 7, 14, 7, 7, 12, 15, 0, 16, 0, 2, 5, 5, 5, 17, 16]"
daytrader,29,seed29_solution012,seed29_solution012,0.22278597785977860557,1.8498955722639933708,1.1450514204300947796,0.54119637041033641367,0.22278597785977860557,-1.8498955722639933708,1.1450514204300947796,True,False,"[0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 7, 0, 8, 9, 0, 0, 0, 0, 9, 5, 10, 10, 6, 5, 3, 5, 6, 3, 11, 10, 0, 10, 11, 10, 10, 10, 10, 1, 2]"
daytrader,29,seed29_solution013,seed29_solution013,0.226937269372693734,3.6661268556005399688,1.1761847075855624833,0.59479195704174170345,0.226937269372693734,-3.6661268556005399688,1.1761847075855624833,True,False,"[0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 3, 3, 0, 0, 0, 0, 0, 4, 5, 1, 1, 0, 6, 6, 0, 7, 8, 0, 0, 0, 0, 8, 5, 4, 9, 10, 5, 9, 5, 10, 3, 11, 9, 0, 9, 11, 12, 11, 9, 9, 1, 2]"
